onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.106	5	association_1_same_context	11	1	S	blow	1.106	5	6.106	1	12.106	3.5
15.606	5.001	association_2_same_context	11	2	S	blow	1.106	5	6.106	9.5	20.607	7.5
28.107	5	association_1_different_context	12	1	D	globe	23.623	3.5	27.107	1	33.107	3.5
36.607	5	association_2_different_context	12	2	D	globe	23.623	3.5	27.107	9.5	41.607	8
49.607	5.001	association_1_same_context	13	1	S	leap	44.624	4	48.607	1	54.608	3.5
58.108	5	association_2_same_context	13	2	S	leap	44.624	4	48.607	9.501	63.108	8
71.108	5	association_1_different_context	14	1	D	guide	66.125	4	70.108	1	76.108	3.5
79.608	5	association_2_different_context	14	2	D	guide	66.125	4	70.108	9.5	84.608	8.501
93.109	5	association_1_different_context	15	1	D	stage	87.625	4.5	92.109	1	98.109	3.5
101.609	5	association_2_different_context	15	2	D	stage	87.625	4.5	92.109	9.5	106.609	7
113.609	5	association_1_different_context	16	1	D	scratch	109.626	3	112.609	1	118.609	3.5
122.109	5.001	association_2_different_context	16	2	D	scratch	109.626	3	112.609	9.5	127.11	8.5
135.61	5	association_1_same_context	17	1	S	note	130.11	4.5	134.61	1	140.61	3.5
144.11	5.017	association_2_same_context	17	2	S	note	130.11	4.5	134.61	9.5	149.127	8.983
158.11	5.001	association_1_same_context	18	1	S	study	152.127	5	157.11	1	163.111	3.5
166.611	5	association_2_same_context	18	2	S	study	152.127	5	157.11	9.501	171.611	7.5
179.111	5	association_1_different_context	19	1	D	piece	174.628	3.5	178.111	1	184.111	3.5
187.611	5.001	association_2_different_context	19	2	D	piece	174.628	3.5	178.111	9.5	192.612	7
199.612	5	association_1_same_context	20	1	S	stem	195.628	3	198.612	1	204.612	3.5
208.112	4.983	association_2_same_context	20	2	S	stem	195.628	3	198.612	9.5	213.095	-205.98
