onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.611	5	association_1_same_context	41	1	S	quarter	1.11	3.5	4.611	1	10.611	3.5
14.111	5	association_2_same_context	41	2	S	quarter	1.11	3.5	4.611	9.5	19.111	7
26.111	5	association_1_different_context	42	1	D	peak	22.111	3	25.111	1	31.111	3.5
34.611	5.001	association_2_different_context	42	2	D	peak	22.111	3	25.111	9.5	39.612	8.5
48.112	5	association_1_different_context	43	1	D	dip	42.612	4.5	47.112	1	53.112	3.483
56.595	5.001	association_2_different_context	43	2	D	dip	42.612	4.5	47.112	9.483	61.596	9
70.596	5	association_1_different_context	44	1	D	sweep	64.612	5	69.596	1	75.596	3.5
79.096	5	association_2_different_context	44	2	D	sweep	64.612	5	69.596	9.5	84.096	8.5
92.596	5.001	association_1_different_context	45	1	D	foot	87.113	4.5	91.596	1	97.597	3.5
101.097	5	association_2_different_context	45	2	D	foot	87.113	4.5	91.596	9.501	106.097	7.5
113.597	5	association_1_same_context	46	1	S	suit	109.114	3.5	112.597	1	118.597	3.5
122.097	5	association_2_same_context	46	2	S	suit	109.114	3.5	112.597	9.5	127.097	7.001
134.098	5	association_1_same_context	47	1	S	mix	130.114	3	133.098	1	139.098	3.5
142.598	5	association_2_same_context	47	2	S	mix	130.114	3	133.098	9.5	147.598	9
156.598	5	association_1_different_context	48	1	D	trail	150.615	5	155.598	1	161.598	3.501
165.099	5	association_2_different_context	48	2	D	trail	150.615	5	155.598	9.501	170.099	8
178.099	5	association_1_same_context	49	1	S	chunk	173.116	4	177.099	1	183.099	3.5
186.599	5	association_2_same_context	49	2	S	chunk	173.116	4	177.099	9.5	191.599	8.001
199.6	5	association_1_same_context	50	1	S	scrap	194.616	4	198.6	1	204.6	3.5
208.1	5	association_2_same_context	50	2	S	scrap	194.616	4	198.6	9.5	213.1	-207.478
