onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.115	5	association_1_same_context	21	1	S	forge	1.115	5	6.115	1	12.115	3.5
15.615	5	association_2_same_context	21	2	S	forge	1.115	5	6.115	9.5	20.615	8.5
29.115	5.001	association_1_different_context	22	1	D	cross	23.632	4.5	28.115	1	34.116	3.5
37.616	5	association_2_different_context	22	2	D	cross	23.632	4.5	28.115	9.501	42.616	8.5
51.116	5	association_1_different_context	23	1	D	height	45.633	4.5	50.116	1	56.116	3.5
59.616	5.001	association_2_different_context	23	2	D	height	45.633	4.5	50.116	9.5	64.617	8
72.617	5	association_1_different_context	24	1	D	spark	67.617	4	71.617	1	77.617	3.5
81.117	5	association_2_different_context	24	2	D	spark	67.617	4	71.617	9.5	86.117	7
93.117	5	association_1_same_context	25	1	S	den	89.134	3	92.117	1	98.117	3.501
101.618	5	association_2_same_context	25	2	S	den	89.134	3	92.117	9.501	106.618	9
115.618	5	association_1_same_context	26	1	S	list	109.634	5	114.618	1	120.618	3.5
124.118	5	association_2_same_context	26	2	S	list	109.634	5	114.618	9.5	129.118	7.501
136.619	5	association_1_same_context	27	1	S	exit	132.135	3.5	135.619	1	141.619	3.5
145.119	5	association_2_same_context	27	2	S	exit	132.135	3.5	135.619	9.5	150.119	8
158.119	5	association_1_different_context	28	1	D	mat	153.136	4	157.119	1	163.119	3.5
166.619	5.001	association_2_different_context	28	2	D	mat	153.136	4	157.119	9.5	171.62	7
178.62	5	association_1_different_context	29	1	D	lookout	174.636	3	177.62	1	183.62	3.5
187.12	5	association_2_different_context	29	2	D	lookout	174.636	3	177.62	9.5	192.12	7.5
199.62	5.001	association_1_same_context	30	1	S	fold	195.137	3.5	198.62	1	204.621	3.5
208.121	5	association_2_same_context	30	2	S	fold	195.137	3.5	198.62	9.501	213.121	-207.516
