onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.019	15	Synonym	deter	10.018	3	28.019	5
38.019	15.001	Synonym	guard	33.036	5	53.02	5
62.02	15	Synonym	banned	58.053	4	77.02	5
85.021	15	Synonym	overtaken	82.037	3	100.021	5
110.005	15	Synonym	administering	105.021	5	125.005	5
134.005	15.001	Synonym	split	130.022	4	149.006	5
167.006	15.001	Hypothesis	desert1	164.006	3	182.007	5
190.007	15	Hypothesis	largecity2	187.007	3	205.007	5
214.008	15	Hypothesis	zoo1	210.024	4	229.008	5
239.008	15.001	Hypothesis	smallvillage2	234.025	5	254.009	5
263.009	15	Hypothesis	earth3	259.026	4	278.009	5
288.01	15	Hypothesis	ocean1	283.026	5	303.01	5
323.011	15	Hypothesis	bottom	318.011	5	338.011	5
347.011	15.001	Hypothesis	beach	343.011	4	362.012	5
370.012	14.984	Hypothesis	highway	367.012	3	384.996	5
394.996	15	Hypothesis	largecity1	390.013	5	409.996	5
417.997	15	Hypothesis	forest2	415.013	3	432.997	5
441.997	15.001	Hypothesis	newplanet	438.014	4	456.998	5
476.998	15.001	Synonym	use	471.998	5	491.999	5
501.999	15	Synonym	grown	497.016	5	516.999	5
526	15	Synonym	refracted	522.016	4	541	5
550	15.001	Synonym	crumble	546.017	4	565.001	5
573.001	15	Synonym	sleep	570.018	3	588.001	5
596.002	15	Synonym	allow	593.018	3	611.002	5
