onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.014	15.002	Hypothesis	island	10.014	3	28.016	5
38.015	15	Hypothesis	abandoned	33.031	5	53.015	5
62.016	15	Hypothesis	hospital	58.032	4	77.016	5
85.016	15.001	Hypothesis	corporation1	82.033	3	100.017	5
110.017	15	Hypothesis	earth1	105.033	5	125.017	5
134.018	15	Hypothesis	pond	130.034	4	149.018	5
168.019	15	Synonym	received	164.018	4	183.019	5
193.019	15.001	Synonym	notice	188.036	5	208.02	5
217.02	15	Synonym	mutating	213.037	4	232.02	5
240.021	15	Synonym	eating	237.021	3	255.021	5
265.021	15.001	Synonym	evolve	260.021	5	280.022	5
288.022	15	Synonym	taught	285.038	3	303.022	5
322.023	15	Synonym	stain	318.023	4	337.023	5
346.024	15	Synonym	claim	342.024	4	361.024	5
369.024	15.001	Synonym	spills	366.024	3	384.025	5
394.025	15	Synonym	removed	389.041	5	409.025	5
419.009	15	Synonym	vanished	414.026	5	434.009	5
442.01	15	Synonym	seek	439.01	3	457.01	5
477.011	15	Hypothesis	forest1	472.01	5	492.011	5
500.011	15.001	Hypothesis	university	497.011	3	515.012	5
523.995	15.001	Hypothesis	desert2	520.012	4	538.996	5
548.996	15	Hypothesis	city	544.013	5	563.996	5
571.997	15	Hypothesis	jungle	569.013	3	586.997	5
595.997	15.001	Hypothesis	earth4	592.014	4	610.998	5
