onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.601	5.001	association_1_different_context	51	1	D	plank	1.101	4.5	5.601	1	11.602	3.5
15.102	5	association_2_different_context	51	2	D	plank	1.101	4.5	5.601	9.501	20.102	8
28.102	5	association_1_different_context	52	1	D	bell	23.119	4	27.102	1	33.102	3.5
36.602	5	association_2_different_context	52	2	D	bell	23.119	4	27.102	9.5	41.602	9.001
50.603	5	association_1_same_context	53	1	S	alarm	44.619	5	49.603	1	55.603	3.5
59.103	5	association_2_same_context	53	2	S	alarm	44.619	5	49.603	9.5	64.103	7.5
71.603	5	association_1_different_context	54	1	D	chain	67.12	3.5	70.603	1	76.603	3.5
80.103	5.001	association_2_different_context	54	2	D	chain	67.12	3.5	70.603	9.5	85.104	7
92.104	5	association_1_same_context	55	1	S	contact	88.12	3	91.104	1	97.104	3.5
100.604	5	association_2_same_context	55	2	S	contact	88.12	3	91.104	9.5	105.604	7.5
113.104	5	association_1_different_context	56	1	D	touch	108.604	3.5	112.104	1	118.104	3.501
121.605	5	association_2_different_context	56	2	D	touch	108.604	3.5	112.104	9.501	126.605	8
134.605	5	association_1_same_context	57	1	S	dent	129.621	4	133.605	1	139.605	3.5
143.105	5	association_2_same_context	57	2	S	dent	129.621	4	133.605	9.5	148.105	7
155.105	5.001	association_1_different_context	58	1	D	lobby	151.139	3	154.105	1	160.106	3.5
163.606	5	association_2_different_context	58	2	D	lobby	151.139	3	154.105	9.501	168.606	9
177.606	5	association_1_same_context	59	1	S	market	171.623	5	176.606	1	182.606	3.5
186.106	5	association_2_same_context	59	2	S	market	171.623	5	176.606	9.5	191.106	8.501
199.607	5	association_1_same_context	60	1	S	slide	194.123	4.5	198.607	1	204.607	3.5
208.107	5	association_2_same_context	60	2	S	slide	194.123	4.5	198.607	9.5	213.107	n/a
