onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.609	5	association_1_same_context	11	1	S	blow	1.109	4.5	5.609	1	11.609	3.5
15.109	5	association_2_same_context	11	2	S	blow	1.109	4.5	5.609	9.5	20.109	7
27.109	5.001	association_1_different_context	12	1	D	globe	23.109	3	26.109	1	32.11	3.5
35.61	5	association_2_different_context	12	2	D	globe	23.109	3	26.109	9.501	40.61	9
49.61	5	association_1_same_context	13	1	S	leap	43.61	5	48.61	1	54.61	3.5
58.11	5	association_2_same_context	13	2	S	leap	43.61	5	48.61	9.5	63.11	8.501
71.611	5	association_1_different_context	14	1	D	guide	66.127	4.5	70.611	1	76.611	3.5
80.111	5	association_2_different_context	14	2	D	guide	66.127	4.5	70.611	9.5	85.111	7.5
92.611	5	association_1_different_context	15	1	D	stage	88.128	3.5	91.595	1.016	97.611	3.5
101.111	5.001	association_2_different_context	15	2	D	stage	88.128	3.5	91.595	9.516	106.112	7.5
113.612	5	association_1_different_context	16	1	D	scratch	109.112	3.5	112.595	1.017	118.612	3.483
122.095	5.001	association_2_different_context	16	2	D	scratch	109.112	3.5	112.595	9.5	127.096	8
135.096	5	association_1_same_context	17	1	S	note	130.112	4	134.096	1	140.096	3.5
143.596	5	association_2_same_context	17	2	S	note	130.112	4	134.096	9.5	148.596	8
156.596	5	association_1_same_context	18	1	S	study	151.629	4	155.596	1	161.596	3.501
165.097	5	association_2_same_context	18	2	S	study	151.629	4	155.596	9.501	170.097	7
177.097	5	association_1_different_context	19	1	D	piece	173.113	3	176.097	1	182.097	3.5
185.597	5	association_2_different_context	19	2	D	piece	173.113	3	176.097	9.5	190.597	9.001
199.598	5	association_1_same_context	20	1	S	stem	193.614	5	198.598	1	204.598	3.5
208.098	5	association_2_same_context	20	2	S	stem	193.614	5	198.598	9.5	213.098	-206.973
