onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.127	5	association_1_same_context	1	1	S	edge	1.127	4	5.127	1	11.127	3.5
14.627	5	association_2_same_context	1	2	S	edge	1.127	4	5.127	9.5	19.627	8.501
28.128	5	association_1_different_context	2	1	D	press	22.627	4.5	27.127	1.001	33.128	3.5
36.628	5	association_2_different_context	2	2	D	press	22.627	4.5	27.127	9.501	41.628	8
49.628	5	association_1_different_context	3	1	D	group	44.645	4	48.611	1.017	54.628	3.5
58.128	5	association_2_different_context	3	2	D	group	44.645	4	48.611	9.517	63.128	7.501
70.629	4.983	association_1_same_context	4	1	S	slip	66.129	3.5	69.612	1.017	75.612	3.5
79.112	5	association_2_same_context	4	2	S	slip	66.129	3.5	69.612	9.5	84.112	7.001
91.113	5	association_1_same_context	5	1	S	head	87.129	3	90.113	1	96.113	3.5
99.613	5	association_2_same_context	5	2	S	head	87.129	3	90.113	9.5	104.613	8.5
113.113	5	association_1_different_context	6	1	D	body	107.63	4.5	112.113	1	118.113	3.5
121.613	5.001	association_2_different_context	6	2	D	body	107.63	4.5	112.113	9.5	126.614	7.5
134.114	5	association_1_same_context	7	1	S	line	129.63	3.5	133.114	1	139.114	3.5
142.614	5	association_2_same_context	7	2	S	line	129.63	3.5	133.114	9.5	147.614	9
156.614	5.001	association_1_same_context	8	1	S	hand	150.648	5	155.614	1	161.615	3.5
165.115	5	association_2_same_context	8	2	S	hand	150.648	5	155.614	9.501	170.115	7
177.115	5	association_1_different_context	9	1	D	cast	173.131	3	176.115	1	182.115	3.5
185.615	5	association_2_different_context	9	2	D	cast	173.131	3	176.115	9.5	190.615	9.001
199.616	5	association_1_different_context	10	1	D	sign	193.632	5	198.616	1	204.616	3.5
208.116	5	association_2_different_context	10	2	D	sign	193.632	5	198.616	9.5	213.116	-206.507
