onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.008	15	Hypothesis	desert1	10.008	4	29.008	5
38.008	15.001	Hypothesis	largecity2	34.008	4	53.009	5
63.009	15	Hypothesis	zoo1	58.009	5	78.009	5
86.01	15	Hypothesis	smallvillage2	83.026	3	101.01	5
111.01	15.001	Hypothesis	earth3	106.027	5	126.011	5
134.011	15.001	Hypothesis	ocean1	131.011	3	149.012	5
168.995	15.001	Synonym	deter	164.012	5	183.996	5
192.996	15	Synonym	guard	189.013	4	207.996	5
216.997	15	Synonym	banned	213.013	4	231.997	5
239.997	15.001	Synonym	overtaken	237.014	3	254.998	5
262.998	15	Synonym	administering	260.015	3	277.998	5
287.999	15	Synonym	split	283.015	5	302.999	5
323	15	Synonym	use	318	5	338	5
346	15.001	Synonym	grown	343	3	361.001	5
370.001	15	Synonym	refracted	366.018	4	385.001	5
395.002	15	Synonym	crumble	390.018	5	410.002	5
418.002	15.001	Synonym	sleep	415.036	3	433.003	5
442.003	15	Synonym	allow	438.02	4	457.003	5
476.004	15	Hypothesis	bottom	472.004	4	491.004	5
499.021	15.001	Hypothesis	beach	496.005	3	514.022	5
524.005	15.001	Hypothesis	highway	519.022	5	539.006	5
548.006	15	Hypothesis	largecity1	544.023	4	563.006	5
573.007	15.017	Hypothesis	forest2	568.023	5	588.024	5
596.024	15	Hypothesis	newplanet	593.041	3	611.024	5
