onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.109	5	association_1_same_context	1	1	S	edge	1.109	5	6.109	1	12.109	3.5
15.609	5.001	association_2_same_context	1	2	S	edge	1.109	5	6.109	9.5	20.61	7.5
28.11	5	association_1_different_context	2	1	D	press	23.61	3.5	27.11	1	33.11	3.5
36.61	5	association_2_different_context	2	2	D	press	23.61	3.5	27.11	9.5	41.61	7
48.61	5.001	association_1_different_context	3	1	D	group	44.627	3	47.61	1	53.611	3.5
57.111	5	association_2_different_context	3	2	D	group	44.627	3	47.61	9.501	62.111	7
69.111	5	association_1_same_context	4	1	S	slip	65.128	3	68.111	1	74.111	3.5
77.611	5	association_2_same_context	4	2	S	slip	65.128	3	68.111	9.5	82.611	8.001
90.612	5	association_1_same_context	5	1	S	head	85.612	4	89.612	1	95.612	3.5
99.112	4.983	association_2_same_context	5	2	S	head	85.612	4	89.612	9.5	104.095	9.001
113.096	5	association_1_different_context	6	1	D	body	107.112	5	112.096	1	118.096	3.5
121.596	5	association_2_different_context	6	2	D	body	107.112	5	112.096	9.5	126.596	8.5
135.096	5	association_1_same_context	7	1	S	line	129.629	4.5	134.096	1	140.096	3.501
143.597	5	association_2_same_context	7	2	S	line	129.629	4.5	134.096	9.501	148.597	7.5
156.097	5	association_1_same_context	8	1	S	hand	151.63	3.5	155.097	1	161.097	3.5
164.597	5	association_2_same_context	8	2	S	hand	151.63	3.5	155.097	9.5	169.597	8.501
178.098	5	association_1_different_context	9	1	D	cast	172.614	4.5	177.097	1.001	183.098	3.5
186.598	5	association_2_different_context	9	2	D	cast	172.614	4.5	177.097	9.501	191.598	8
199.598	5	association_1_different_context	10	1	D	sign	194.615	4	198.598	1	204.598	3.5
208.098	5.001	association_2_different_context	10	2	D	sign	194.615	4	198.598	9.5	213.099	-207.997
