onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.106	5	association_1_different_context	51	1	D	plank	1.106	3	4.106	1	10.106	3.5
13.606	5	association_2_different_context	51	2	D	plank	1.106	3	4.106	9.5	18.606	9
27.606	5	association_1_different_context	52	1	D	bell	21.623	5	26.606	1	32.606	3.501
36.107	5	association_2_different_context	52	2	D	bell	21.623	5	26.606	9.501	41.107	9
50.107	5	association_1_same_context	53	1	S	alarm	44.123	5	49.107	1	55.107	3.5
58.607	5	association_2_same_context	53	2	S	alarm	44.123	5	49.107	9.5	63.607	7.501
71.108	5	association_1_different_context	54	1	D	chain	66.624	3.5	70.108	1	76.108	3.5
79.608	5	association_2_different_context	54	2	D	chain	66.624	3.5	70.108	9.5	84.608	8.5
93.108	5	association_1_same_context	55	1	S	contact	87.608	4.5	92.108	1	98.108	3.5
101.608	5.001	association_2_same_context	55	2	S	contact	87.608	4.5	92.108	9.5	106.609	8.5
115.109	5	association_1_different_context	56	1	D	touch	109.625	4.5	114.109	1	120.109	3.5
123.609	5	association_2_different_context	56	2	D	touch	109.625	4.5	114.109	9.5	128.609	8
136.609	5.001	association_1_same_context	57	1	S	dent	131.626	4	135.609	1	141.61	3.5
145.11	5	association_2_same_context	57	2	S	dent	131.626	4	135.609	9.501	150.11	7.5
157.61	5	association_1_different_context	58	1	D	lobby	153.127	3.5	156.61	1	162.61	3.5
166.11	5	association_2_different_context	58	2	D	lobby	153.127	3.5	156.61	9.5	171.11	7.001
178.111	5	association_1_same_context	59	1	S	market	174.127	3	177.111	1	183.111	3.5
186.611	5	association_2_same_context	59	2	S	market	174.127	3	177.111	9.5	191.611	8
199.611	5	association_1_same_context	60	1	S	slide	194.611	4	198.611	1	204.611	3.5
208.111	5.001	association_2_same_context	60	2	S	slide	194.611	4	198.611	9.5	213.112	n/a
