onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.014	15	Synonym	received	10.013	5	30.014	5
40.014	15.001	Synonym	notice	35.014	5	55.015	5
64.015	15	Synonym	mutating	60.015	4	79.015	5
87.016	15	Synonym	eating	84.016	3	102.016	5
110.016	15.001	Synonym	evolve	107.016	3	125.017	5
134.017	15	Synonym	taught	130.017	4	149.017	5
168.018	15	Hypothesis	island	164.018	4	183.018	5
192.019	15	Hypothesis	abandoned	188.018	4	207.019	5
215.019	15.001	Hypothesis	hospital	212.019	3	230.02	5
240.02	15	Hypothesis	corporation1	235.02	5	255.02	5
263.02	15.001	Hypothesis	earth1	260.02	3	278.021	5
288.021	15.001	Hypothesis	pond	283.021	5	303.022	5
323.022	15.001	Hypothesis	forest1	318.022	5	338.023	5
347.023	15	Hypothesis	university	343.023	4	362.023	5
370.023	15.001	Hypothesis	desert2	367.023	3	385.024	5
394.024	15.001	Hypothesis	city	390.024	4	409.025	5
417.025	15	Hypothesis	jungle	414.025	3	432.025	5
442.025	15.001	Hypothesis	earth4	437.025	5	457.026	5
477.026	15.001	Synonym	stain	472.026	5	492.027	5
501.027	15	Synonym	claim	497.027	4	516.027	5
524.028	15	Synonym	spills	521.028	3	539.028	5
549.012	15	Synonym	removed	544.028	5	564.012	5
572.012	15.001	Synonym	vanished	569.012	3	587.013	5
596.013	15	Synonym	seek	592.013	4	611.013	5
