onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.022	15.001	Hypothesis	desert1	10.022	4	29.023	5
38.023	15	Hypothesis	largecity2	34.023	4	53.023	5
63.023	15.001	Hypothesis	zoo1	58.023	5	78.024	5
86.024	15	Hypothesis	smallvillage2	83.024	3	101.024	5
109.025	15	Hypothesis	earth3	106.025	3	124.025	5
134.025	15.001	Hypothesis	ocean1	129.025	5	149.026	5
167.026	15.001	Synonym	deter	164.026	3	182.027	5
192.027	15	Synonym	guard	187.044	5	207.027	5
216.028	15	Synonym	banned	212.028	4	231.028	5
241.028	14.984	Synonym	overtaken	236.028	5	256.012	5
264.012	15.001	Synonym	administering	261.029	3	279.013	5
288.013	15	Synonym	split	284.03	4	303.013	5
321.014	15	Synonym	use	318.014	3	336.014	5
344.998	15	Synonym	grown	341.031	4	359.998	5
369.999	15	Synonym	refracted	365.015	5	384.999	5
392.999	15.001	Synonym	crumble	390.016	3	408	5
417	15	Synonym	sleep	413	4	432	5
442.001	15	Synonym	allow	437.017	5	457.001	5
476.001	15.001	Hypothesis	bottom	472.001	4	491.002	5
500.002	15.001	Hypothesis	beach	496.019	4	515.003	5
523.003	15	Hypothesis	highway	520.003	3	538.003	5
546.003	15.001	Hypothesis	largecity1	543.02	3	561.004	5
571.004	15.001	Hypothesis	forest2	566.004	5	586.005	5
596.005	15	Hypothesis	newplanet	591.021	5	611.005	5
