onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.614	5	association_1_same_context	21	1	S	forge	1.114	4.5	5.614	1	11.614	3.5
15.114	5.001	association_2_same_context	21	2	S	forge	1.114	4.5	5.614	9.5	20.115	7.5
27.615	5	association_1_different_context	22	1	D	cross	23.131	3.5	26.615	1	32.615	3.5
36.115	5	association_2_different_context	22	2	D	cross	23.131	3.5	26.615	9.5	41.115	7
48.115	5.001	association_1_different_context	23	1	D	height	44.132	3	47.115	1	53.116	3.5
56.616	5	association_2_different_context	23	2	D	height	44.132	3	47.115	9.501	61.616	8.5
70.116	5	association_1_different_context	24	1	D	spark	64.649	4.5	69.116	1	75.116	3.5
78.616	5	association_2_different_context	24	2	D	spark	64.649	4.5	69.116	9.5	83.616	8.001
91.617	5	association_1_same_context	25	1	S	den	86.633	4	90.617	1	96.617	3.5
100.117	5	association_2_same_context	25	2	S	den	86.633	4	90.617	9.5	105.117	7
112.117	5	association_1_same_context	26	1	S	list	108.134	3	111.117	1	117.117	3.5
120.617	5.001	association_2_same_context	26	2	S	list	108.134	3	111.117	9.5	125.618	9
134.618	5	association_1_same_context	27	1	S	exit	128.634	5	133.618	1	139.618	3.5
143.118	5	association_2_same_context	27	2	S	exit	128.634	5	133.618	9.5	148.118	7.5
155.618	5.001	association_1_different_context	28	1	D	mat	151.135	3.5	154.618	1	160.619	3.5
164.119	5	association_2_different_context	28	2	D	mat	151.135	3.5	154.618	9.501	169.119	9
178.119	5	association_1_different_context	29	1	D	lookout	172.136	5	177.119	1	183.119	3.5
186.619	5	association_2_different_context	29	2	D	lookout	172.136	5	177.119	9.5	191.619	8.001
199.62	5	association_1_same_context	30	1	S	fold	194.619	4	198.62	1	204.62	3.5
208.12	5	association_2_same_context	30	2	S	fold	194.619	4	198.62	9.5	213.12	-207.5
