onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.512	18.484	AUT	candle	10.012	1.5
31.496	18.5	AUT	bucket	29.996	1.5
51.496	18.501	AUT	pillow	49.996	1.5
71.497	18.5	AUT	fork	69.997	1.5
91.497	18.501	AUT	brick	89.997	1.5
111.498	28.501	AUT	lamp	109.998	1.5
141.499	18.5	META	picture	139.999	1.5
161.499	18.501	META	swimmer	159.999	1.5
181.5	18.501	META	hat	180	1.5
201.501	18.5	META	bread	200.001	1.5
221.501	18.501	META	star	220.001	1.5
241.502	28.501	META	room	240.002	1.5
271.503	18.5	DA	grass	270.003	1.5
291.503	18.501	DA	sword	290.003	1.5
311.504	18.5	DA	glove	310.004	1.5
331.504	18.517	DA	statue	330.004	1.5
351.505	18.5	DA	palace	350.021	1.484
371.522	28.484	DA	subway	370.005	1.517
401.523	18.484	BAT	big_open	400.006	1.517
421.507	18.5	BAT	sweet_soft	420.007	1.5
441.524	18.501	BAT	round_white	440.007	1.517
461.525	18.5	BAT	liquid_healthy	460.025	1.5
481.525	18.501	BAT	small_wet	480.025	1.5
501.526	28.501	BAT	smooth_angular	500.026	1.5
531.527	18.5	CA	bench	530.027	1.5
551.527	18.501	CA	coat	550.027	1.5
571.528	18.5	CA	costume	570.028	1.5
591.528	18.484	CA	dock	590.028	1.5
611.512	18.501	CA	drum	610.012	1.5
