onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.024	15.001	Synonym	deter	10.024	3	28.025	5
36.025	15	Synonym	guard	33.025	3	51.025	5
61.026	15	Synonym	banned	56.026	5	76.026	5
86.026	15.001	Synonym	overtaken	81.026	5	101.027	5
110.027	15	Synonym	administering	106.027	4	125.027	5
134.028	15	Synonym	split	130.044	4	149.028	5
168.012	15	Hypothesis	desert1	164.029	4	183.012	5
193.013	15	Hypothesis	largecity2	188.046	5	208.013	5
216.013	15.001	Hypothesis	zoo1	213.03	3	231.014	5
240.014	15.001	Hypothesis	smallvillage2	236.031	4	255.015	5
265.015	15	Hypothesis	earth3	260.031	5	280.015	5
288.015	15.001	Hypothesis	ocean1	285.032	3	303.016	5
321.016	15.001	Hypothesis	bottom	318.016	3	336.017	5
345.017	15	Hypothesis	beach	341.034	4	360.017	5
370.018	15	Hypothesis	highway	365.034	5	385.018	5
395.019	15	Hypothesis	largecity1	390.052	5	410.019	5
419.019	15.001	Hypothesis	forest2	415.036	4	434.02	5
442.02	15	Hypothesis	newplanet	439.02	3	457.02	5
475.021	15	Synonym	use	472.021	3	490.021	5
500.021	15.001	Synonym	grown	495.038	5	515.022	5
523.022	15	Synonym	refracted	520.022	3	538.022	5
548.023	15	Synonym	crumble	543.023	5	563.023	5
572.023	15.001	Synonym	sleep	568.023	4	587.024	5
596.024	15.001	Synonym	allow	592.041	4	611.025	5
