onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.016	15	Synonym	received	10.016	4	29.016	5
39.017	15	Synonym	notice	34.033	5	54.017	5
63.017	15.001	Synonym	mutating	59.017	4	78.018	5
88.018	15.001	Synonym	eating	83.035	5	103.019	5
111.019	15	Synonym	evolve	108.035	3	126.019	5
134.019	15.001	Synonym	taught	131.036	3	149.02	5
168.02	15.001	Hypothesis	island	164.02	4	183.021	5
193.021	15	Hypothesis	abandoned	188.038	5	208.021	5
217.022	15	Hypothesis	hospital	213.022	4	232.022	5
240.023	15	Hypothesis	corporation1	237.039	3	255.023	5
265.023	15.001	Hypothesis	earth1	260.04	5	280.024	5
288.024	15	Hypothesis	pond	285.024	3	303.024	5
322.025	15	Hypothesis	forest1	318.025	4	337.025	5
347.025	15.001	Hypothesis	university	342.025	5	362.026	5
370.026	15.001	Hypothesis	desert2	367.043	3	385.027	5
394.027	15	Hypothesis	city	390.043	4	409.027	5
419.027	15.001	Hypothesis	jungle	414.027	5	434.028	5
442.028	15.001	Hypothesis	earth4	439.028	3	457.029	5
477.012	15.001	Synonym	stain	472.012	5	492.013	5
500.013	15	Synonym	claim	497.03	3	515.013	5
523.014	15	Synonym	spills	520.03	3	538.014	5
547.014	15.001	Synonym	removed	543.031	4	562.015	5
572.015	15.001	Synonym	vanished	567.032	5	587.016	5
596.016	15	Synonym	seek	592.049	4	611.016	5
