onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.522	18.501	AUT	candle	10.022	1.5
31.523	18.5	AUT	bucket	30.023	1.5
51.523	18.501	AUT	pillow	50.023	1.5
71.524	18.5	AUT	fork	70.024	1.5
91.524	18.501	AUT	brick	90.024	1.5
111.525	28.484	AUT	lamp	110.025	1.5
141.509	18.501	META	picture	140.009	1.5
161.51	18.5	META	swimmer	160.01	1.5
181.51	18.501	META	hat	180.01	1.5
201.511	18.5	META	bread	200.011	1.5
221.511	18.501	META	star	220.011	1.5
241.512	28.484	META	room	240.012	1.5
271.496	18.501	DA	grass	269.996	1.5
291.497	18.5	DA	sword	289.997	1.5
311.497	18.501	DA	glove	309.997	1.5
331.498	18.5	DA	statue	329.998	1.5
351.498	18.501	DA	palace	349.998	1.5
371.499	28.501	DA	subway	369.999	1.5
401.5	18.5	BAT	big_open	400	1.5
421.5	18.501	BAT	sweet_soft	420	1.5
441.501	18.5	BAT	round_white	440.001	1.5
461.502	18.5	BAT	liquid_healthy	460.001	1.501
481.502	18.501	BAT	small_wet	480.002	1.5
501.503	28.5	BAT	smooth_angular	500.003	1.5
531.504	18.5	CA	bench	530.003	1.501
551.504	18.501	CA	coat	550.004	1.5
571.505	18.5	CA	costume	570.005	1.5
591.505	18.501	CA	dock	590.005	1.5
611.506	18.5	CA	drum	610.006	1.5
