onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.01	15.001	Synonym	received	10.01	3	28.011	5
36.011	15	Synonym	notice	33.011	3	51.011	5
61.012	14.983	Synonym	mutating	56.012	5	75.995	5
84.996	15	Synonym	eating	81.012	4	99.996	5
109.996	15.001	Synonym	evolve	105.013	5	124.997	5
133.997	15	Synonym	taught	129.997	4	148.997	5
167.998	15	Hypothesis	island	163.998	4	182.998	5
190.999	15	Hypothesis	abandoned	188.015	3	205.999	5
213.999	15.001	Hypothesis	hospital	211.016	3	229	5
239	15	Hypothesis	corporation1	234.016	5	254	5
264.001	15	Hypothesis	earth1	259.017	5	279.001	5
288.001	15.001	Hypothesis	pond	284.001	4	303.002	5
322.002	15.001	Hypothesis	forest1	318.002	4	337.003	5
345.003	15	Hypothesis	university	342.019	3	360.003	5
370.004	15	Hypothesis	desert2	365.02	5	385.004	5
393.004	15.001	Hypothesis	city	390.021	3	408.005	5
418.005	15	Hypothesis	jungle	413.021	5	433.005	5
442.006	15	Hypothesis	earth4	438.022	4	457.006	5
475.006	15.001	Synonym	stain	472.006	3	490.007	5
500.007	15.001	Synonym	claim	495.024	5	515.008	5
524.008	15	Synonym	spills	520.025	4	539.008	5
549.008	15.001	Synonym	removed	544.025	5	564.009	5
572.009	15.001	Synonym	vanished	569.026	3	587.01	5
596.01	15	Synonym	seek	592.026	4	611.01	5
