onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.616	5	association_1_same_context	11	1	S	blow	1.116	3.5	4.616	1	10.616	3.501
14.117	5	association_2_same_context	11	2	S	blow	1.116	3.5	4.616	9.501	19.117	8
27.117	5	association_1_different_context	12	1	D	globe	22.133	4	26.117	1	32.117	3.5
35.617	5	association_2_different_context	12	2	D	globe	22.133	4	26.117	9.5	40.617	8
48.617	5.001	association_1_same_context	13	1	S	leap	43.634	4	47.617	1	53.618	3.5
57.118	5	association_2_same_context	13	2	S	leap	43.634	4	47.617	9.501	62.118	9
71.118	5	association_1_different_context	14	1	D	guide	65.151	5	70.118	1	76.118	3.5
79.618	5	association_2_different_context	14	2	D	guide	65.151	5	70.118	9.5	84.618	8.501
93.119	5	association_1_different_context	15	1	D	stage	87.635	4.5	92.119	1	98.119	3.5
101.619	5	association_2_different_context	15	2	D	stage	87.635	4.5	92.119	9.5	106.619	8.5
115.119	5	association_1_different_context	16	1	D	scratch	109.636	4.5	114.119	1	120.119	3.501
123.62	5	association_2_different_context	16	2	D	scratch	109.636	4.5	114.119	9.501	128.62	9
137.62	5	association_1_same_context	17	1	S	note	131.636	5	136.62	1	142.62	3.5
146.12	5	association_2_same_context	17	2	S	note	131.636	5	136.62	9.5	151.12	7.501
158.621	5	association_1_same_context	18	1	S	study	154.137	3.5	157.621	1	163.621	3.5
167.121	5	association_2_same_context	18	2	S	study	154.137	3.5	157.621	9.5	172.121	7
179.121	5	association_1_different_context	19	1	D	piece	175.138	3	178.121	1	184.121	3.5
187.621	5.001	association_2_different_context	19	2	D	piece	175.138	3	178.121	9.5	192.622	7
199.622	5	association_1_same_context	20	1	S	stem	195.622	3	198.622	1	204.622	3.5
208.122	5	association_2_same_context	20	2	S	stem	195.622	3	198.622	9.5	213.122	-207.026
