onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.115	4.983	association_1_same_context	1	1	S	edge	1.115	3	4.115	1	10.098	3.5
13.598	5.017	association_2_same_context	1	2	S	edge	1.115	3	4.115	9.483	18.615	9
27.615	5.001	association_1_different_context	2	1	D	press	21.632	5	26.615	1	32.616	3.5
36.116	5	association_2_different_context	2	2	D	press	21.632	5	26.615	9.501	41.116	9
50.116	5	association_1_different_context	3	1	D	group	44.133	5	49.116	1	55.116	3.5
58.616	5	association_2_different_context	3	2	D	group	44.133	5	49.116	9.5	63.616	8.501
72.117	5	association_1_same_context	4	1	S	slip	66.65	4.5	71.117	1	77.117	3.5
80.617	5	association_2_same_context	4	2	S	slip	66.65	4.5	71.117	9.5	85.617	8.5
94.117	5	association_1_same_context	5	1	S	head	88.634	4.5	93.117	1	99.117	3.501
102.618	5	association_2_same_context	5	2	S	head	88.634	4.5	93.117	9.501	107.618	8
115.618	5	association_1_different_context	6	1	D	body	110.634	4	114.618	1	120.618	3.5
124.118	5	association_2_different_context	6	2	D	body	110.634	4	114.618	9.5	129.118	7
136.118	5.001	association_1_same_context	7	1	S	line	132.135	3	135.118	1	141.119	3.5
144.619	5	association_2_same_context	7	2	S	line	132.135	3	135.118	9.501	149.619	7.5
157.119	5	association_1_same_context	8	1	S	hand	152.619	3.5	156.119	1	162.119	3.5
165.619	5	association_2_same_context	8	2	S	hand	152.619	3.5	156.119	9.5	170.619	7.501
178.12	5	association_1_different_context	9	1	D	cast	173.636	3.5	177.12	1	183.12	3.5
186.62	5	association_2_different_context	9	2	D	cast	173.636	3.5	177.12	9.5	191.62	8
199.62	5	association_1_different_context	10	1	D	sign	194.637	4	198.62	1	204.62	3.5
208.12	5.001	association_2_different_context	10	2	D	sign	194.637	4	198.62	9.5	213.121	-207.505
