onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.021	15	Synonym	received	10.021	4	29.021	5
39.021	15.001	Synonym	notice	34.021	5	54.022	5
63.022	15.001	Synonym	mutating	59.022	4	78.023	5
88.023	15	Synonym	eating	83.023	5	103.023	5
111.023	15.001	Synonym	evolve	108.023	3	126.024	5
134.024	15	Synonym	taught	131.024	3	149.024	5
167.025	15	Hypothesis	island	164.025	3	182.025	5
192.026	15	Hypothesis	abandoned	187.026	5	207.026	5
216.026	15.001	Hypothesis	hospital	212.026	4	231.027	5
239.027	15	Hypothesis	corporation1	236.027	3	254.027	5
264.028	15	Hypothesis	earth1	259.028	5	279.028	5
288.012	15	Hypothesis	pond	284.028	4	303.012	5
323.013	15	Hypothesis	forest1	318.012	5	338.013	5
346.013	15.001	Hypothesis	university	343.03	3	361.014	5
370.014	15	Hypothesis	desert2	366.03	4	385.014	5
394.015	15	Hypothesis	city	390.031	4	409.015	5
419.015	15.001	Hypothesis	jungle	414.032	5	434.016	5
442.016	15	Hypothesis	earth4	439.016	3	457.016	5
476.017	15	Synonym	stain	472.017	4	491.017	5
499.017	15.001	Synonym	claim	496.034	3	514.018	5
524.018	15.001	Synonym	spills	519.018	5	539.019	5
549.019	15	Synonym	removed	544.036	5	564.019	5
572.02	15	Synonym	vanished	569.019	3	587.02	5
596.02	15.001	Synonym	seek	592.02	4	611.021	5
