onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.529	18.5	BAT	slow_thick	10.028	1.501
31.512	18.501	BAT	fresh_green	30.029	1.483
51.513	18.5	BAT	dry_brown	50.013	1.5
71.513	18.501	BAT	fast_exciting	70.013	1.5
91.514	18.5	BAT	precious_hard	90.014	1.5
111.514	28.501	BAT	heavy_warm	110.014	1.5
141.515	18.501	DA	alley	140.015	1.5
161.516	18.5	DA	log	160.016	1.5
181.516	18.501	DA	seat	180.016	1.5
201.517	18.5	DA	coin	200.017	1.5
221.518	18.5	DA	fence	220.017	1.501
241.518	28.484	DA	branch	240.018	1.5
271.502	18.501	META	dog	270.002	1.5
291.503	18.5	META	wind	290.003	1.5
311.503	18.501	META	friend	310.003	1.5
331.504	18.5	META	sun	330.004	1.5
351.504	18.501	META	plant	350.004	1.5
371.505	28.501	META	pillow	370.005	1.5
401.506	18.5	CA	gum	400.006	1.5
421.506	18.501	CA	ladder	420.006	1.5
441.507	18.5	CA	mail	440.007	1.5
461.507	18.501	CA	screen	460.007	1.5
481.508	18.501	CA	robot	480.008	1.5
501.509	28.5	CA	train	500.009	1.5
531.509	18.501	AUT	knife	530.009	1.5
551.51	18.5	AUT	broom	550.01	1.5
571.511	18.5	AUT	pencil	570.01	1.501
591.511	18.501	AUT	lighter	590.011	1.5
611.512	18.5	AUT	purse	610.012	1.5
