onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.617	5	association_1_same_context	41	1	S	quarter	1.117	3.5	4.617	1	10.617	3.5
14.117	5	association_2_same_context	41	2	S	quarter	1.117	3.5	4.617	9.5	19.117	7
26.117	5.001	association_1_different_context	42	1	D	peak	22.134	3	25.117	1	31.118	3.5
34.618	5	association_2_different_context	42	2	D	peak	22.134	3	25.117	9.501	39.618	8
47.618	5	association_1_different_context	43	1	D	dip	42.618	4	46.618	1	52.618	3.5
56.118	5	association_2_different_context	43	2	D	dip	42.618	4	46.618	9.5	61.118	7.501
68.619	5	association_1_different_context	44	1	D	sweep	64.118	3.5	67.619	1	73.619	3.5
77.119	5	association_2_different_context	44	2	D	sweep	64.118	3.5	67.619	9.5	82.119	8.5
90.619	5	association_1_different_context	45	1	D	foot	85.136	4.5	89.619	1	95.619	3.5
99.119	5.001	association_2_different_context	45	2	D	foot	85.136	4.5	89.619	9.5	104.12	9
113.12	5	association_1_same_context	46	1	S	suit	107.12	5	112.12	1	118.12	3.5
121.62	5	association_2_same_context	46	2	S	suit	107.12	5	112.12	9.5	126.62	8.5
135.12	5.001	association_1_same_context	47	1	S	mix	129.637	4.5	134.12	1	140.121	3.5
143.621	5	association_2_same_context	47	2	S	mix	129.637	4.5	134.12	9.501	148.621	8
156.621	5	association_1_different_context	48	1	D	trail	151.638	4	155.621	1	161.621	3.5
165.121	5	association_2_different_context	48	2	D	trail	151.638	4	155.621	9.5	170.121	7.001
177.122	5	association_1_same_context	49	1	S	chunk	173.121	3	176.122	1	182.122	3.5
185.622	5	association_2_same_context	49	2	S	chunk	173.121	3	176.122	9.5	190.622	9
199.622	5	association_1_same_context	50	1	S	scrap	193.622	5	198.622	1	204.622	3.5
208.122	5.001	association_2_same_context	50	2	S	scrap	193.622	5	198.622	9.5	213.123	-208.006
