onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.128	5	association_1_different_context	31	1	D	flag	1.128	5	6.128	1	12.128	3.5
15.628	5	association_2_different_context	31	2	D	flag	1.128	5	6.128	9.5	20.628	8.5
29.128	5.001	association_1_different_context	32	1	D	launch	23.628	4.5	28.128	1	34.129	3.5
37.629	5	association_2_different_context	32	2	D	launch	23.628	4.5	28.128	9.501	42.629	9
51.629	5	association_1_different_context	33	1	D	road	45.629	5	50.629	1	56.629	3.5
60.129	5	association_2_different_context	33	2	D	road	45.629	5	50.629	9.5	65.129	8.001
73.13	4.983	association_1_same_context	34	1	S	flow	68.13	4	72.113	1.017	78.113	3.5
81.613	5	association_2_same_context	34	2	S	flow	68.13	4	72.113	9.5	86.613	7.001
93.614	5	association_1_same_context	35	1	S	display	89.63	3	92.614	1	98.614	3.5
102.114	5	association_2_same_context	35	2	S	display	89.63	3	92.614	9.5	107.114	7.984
115.098	5	association_1_same_context	36	1	S	dozen	110.114	4	114.097	1.001	120.098	3.5
123.598	5	association_2_same_context	36	2	S	dozen	110.114	4	114.097	9.501	128.598	7.5
136.098	5	association_1_different_context	37	1	D	twist	131.615	3.5	135.098	1	141.098	3.5
144.598	5.001	association_2_different_context	37	2	D	twist	131.615	3.5	135.098	9.5	149.599	8.5
158.099	5	association_1_different_context	38	1	D	spot	152.632	4.5	157.099	1	163.099	3.5
166.599	5	association_2_different_context	38	2	D	spot	152.632	4.5	157.099	9.5	171.599	7.5
179.099	5	association_1_same_context	39	1	S	city	174.616	3.5	178.099	1	184.099	3.501
187.6	5	association_2_same_context	39	2	S	city	174.616	3.5	178.099	9.501	192.6	7
199.6	5	association_1_same_context	40	1	S	hill	195.616	3	198.6	1	204.6	3.5
208.1	5	association_2_same_context	40	2	S	hill	195.616	3	198.6	9.5	213.1	-207.483
