onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
12.998	15	Hypothesis	desert1	9.998	3	27.998	5
36.998	15.001	Hypothesis	largecity2	33.015	4	51.999	5
59.999	15	Hypothesis	zoo1	56.999	3	74.999	5
85.016	14.984	Hypothesis	smallvillage2	80	5	100	5
110.017	14.984	Hypothesis	earth3	105.017	5	125.001	5
134.018	15	Hypothesis	ocean1	130.034	4	149.018	5
169.019	15	Synonym	deter	164.019	5	184.019	5
194.019	15.001	Synonym	guard	189.019	5	209.02	5
218.02	15.001	Synonym	banned	214.02	4	233.021	5
241.021	15	Synonym	overtaken	238.021	3	256.021	5
265.021	15.001	Synonym	administering	261.021	4	280.022	5
288.022	15	Synonym	split	285.022	3	303.022	5
322.023	15	Synonym	use	318.023	4	337.023	5
345.024	15	Synonym	grown	342.024	3	360.024	5
370.024	15.001	Synonym	refracted	365.024	5	385.025	5
393.025	15	Synonym	crumble	390.025	3	408.025	5
417.026	15	Synonym	sleep	413.026	4	432.026	5
442.026	15.001	Synonym	allow	437.026	5	457.027	5
475.027	15.001	Hypothesis	bottom	472.027	3	490.028	5
499.011	15.017	Hypothesis	beach	495.028	4	514.028	5
523.012	15	Hypothesis	highway	519.029	4	538.012	5
546.013	15	Hypothesis	largecity1	543.013	3	561.013	5
571.013	15.001	Hypothesis	forest2	566.013	5	586.014	5
596.014	15	Hypothesis	newplanet	591.031	5	611.014	5
