onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.114	5	association_1_same_context	1	1	S	edge	1.114	4	5.114	1	11.114	3.483
14.597	5	association_2_same_context	1	2	S	edge	1.114	4	5.114	9.483	19.597	8.001
27.598	5	association_1_different_context	2	1	D	press	22.614	4	26.598	1	32.598	3.5
36.098	5	association_2_different_context	2	2	D	press	22.614	4	26.598	9.5	41.098	7.5
48.598	5	association_1_different_context	3	1	D	group	44.098	3.5	47.598	1	53.598	3.5
57.098	5.001	association_2_different_context	3	2	D	group	44.098	3.5	47.598	9.5	62.099	9
71.099	5	association_1_same_context	4	1	S	slip	65.115	5	70.099	1	76.099	3.5
79.599	5	association_2_same_context	4	2	S	slip	65.115	5	70.099	9.5	84.599	9
93.599	5.001	association_1_same_context	5	1	S	head	87.616	5	92.599	1	98.6	3.5
102.1	5	association_2_same_context	5	2	S	head	87.616	5	92.599	9.501	107.1	7
114.1	5	association_1_different_context	6	1	D	body	110.1	3	113.1	1	119.1	3.5
122.6	5	association_2_different_context	6	2	D	body	110.1	3	113.1	9.5	127.6	7.501
135.101	5	association_1_same_context	7	1	S	line	130.617	3.5	134.101	1	140.101	3.5
143.601	5	association_2_same_context	7	2	S	line	130.617	3.5	134.101	9.5	148.601	8.5
157.101	5	association_1_same_context	8	1	S	hand	151.601	4.5	156.101	1	162.101	3.5
165.601	5.001	association_2_same_context	8	2	S	hand	151.601	4.5	156.101	9.5	170.602	8.5
179.102	5	association_1_different_context	9	1	D	cast	173.618	4.5	178.102	1	184.102	3.5
187.602	5	association_2_different_context	9	2	D	cast	173.618	4.5	178.102	9.5	192.602	7
199.602	5.001	association_1_different_context	10	1	D	sign	195.619	3	198.602	1	204.603	3.5
208.103	5	association_2_different_context	10	2	D	sign	195.619	3	198.602	9.501	213.103	-206.49
