onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.509	18.501	AUT	candle	10.009	1.5
31.51	18.5	AUT	bucket	30.01	1.5
51.51	18.501	AUT	pillow	50.01	1.5
71.511	18.501	AUT	fork	70.011	1.5
91.512	18.483	AUT	brick	90.012	1.5
111.496	28.5	AUT	lamp	109.995	1.501
141.496	18.501	META	picture	139.996	1.5
161.497	18.5	META	swimmer	159.997	1.5
181.497	18.501	META	hat	179.997	1.5
201.498	18.501	META	bread	199.998	1.5
221.499	18.5	META	star	219.999	1.5
241.499	28.501	META	room	239.999	1.5
271.5	18.501	DA	grass	270	1.5
291.501	18.5	DA	sword	290.001	1.5
311.501	18.501	DA	glove	310.001	1.5
331.502	18.5	DA	statue	330.002	1.5
351.502	18.501	DA	palace	350.002	1.5
371.503	28.501	DA	subway	370.003	1.5
401.504	18.5	BAT	big_open	400.004	1.5
421.504	18.501	BAT	sweet_soft	420.004	1.5
441.505	18.5	BAT	round_white	440.005	1.5
461.505	18.501	BAT	liquid_healthy	460.005	1.5
481.506	18.501	BAT	small_wet	480.006	1.5
501.506	28.501	BAT	smooth_angular	500.007	1.499
531.507	18.518	CA	bench	530.007	1.5
551.525	18.5	CA	coat	550.025	1.5
571.525	18.501	CA	costume	570.025	1.5
591.526	18.5	CA	dock	590.026	1.5
611.526	18.501	CA	drum	610.026	1.5
