onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.013	15	Hypothesis	island	10.013	3	28.013	5
38.014	15	Hypothesis	abandoned	33.03	5	53.014	5
63.014	15.001	Hypothesis	hospital	58.031	5	78.015	5
87.015	15	Hypothesis	corporation1	83.031	4	102.015	5
110.015	15.001	Hypothesis	earth1	107.032	3	125.016	5
134.016	15.001	Hypothesis	pond	130.033	4	149.017	5
169.017	15.001	Synonym	received	164.017	5	184.018	5
192.018	15	Synonym	notice	189.034	3	207.018	5
216.018	15.001	Synonym	mutating	212.018	4	231.019	5
241.019	15.001	Synonym	eating	236.036	5	256.02	5
264.02	15	Synonym	evolve	261.036	3	279.02	5
288.02	15.001	Synonym	taught	284.037	4	303.021	5
322.005	15	Synonym	stain	318.005	4	337.005	5
345.005	15.001	Synonym	claim	342.005	3	360.006	5
369.006	15	Synonym	spills	365.022	4	384.006	5
394.007	15	Synonym	removed	389.023	5	409.007	5
419.007	15.001	Synonym	vanished	414.007	5	434.008	5
442.008	15	Synonym	seek	439.008	3	457.008	5
475.009	15	Hypothesis	forest1	472.009	3	490.009	5
499.009	15.001	Hypothesis	university	495.026	4	514.01	5
524.01	15.001	Hypothesis	desert2	519.01	5	539.011	5
547.011	15	Hypothesis	city	544.011	3	562.011	5
571.011	15.001	Hypothesis	jungle	567.011	4	586.012	5
595.995	15.001	Hypothesis	earth4	591.029	5	610.996	5
