onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.004	15.001	Hypothesis	desert1	10.004	4	29.005	5
39.005	15	Hypothesis	largecity2	34.005	5	54.005	5
63.006	15	Hypothesis	zoo1	59.005	4	78.006	5
86.006	15.001	Hypothesis	smallvillage2	83.023	3	101.007	5
111.007	15	Hypothesis	earth3	106.007	5	126.007	5
134.007	15.001	Hypothesis	ocean1	131.007	3	149.008	5
168.008	15.001	Synonym	deter	164.008	4	183.009	5
191.009	15	Synonym	guard	188.042	3	206.009	5
215.01	15	Synonym	banned	211.026	4	230.01	5
238.01	15.001	Synonym	overtaken	235.01	3	253.011	5
263.011	15	Synonym	administering	258.027	5	278.011	5
287.995	15	Synonym	split	283.028	5	302.995	5
323.013	15	Synonym	use	317.996	5	338.013	5
347.013	15.001	Synonym	grown	343.03	4	362.014	5
370.014	15	Synonym	refracted	367.03	3	385.014	5
395.015	15	Synonym	crumble	390.048	5	410.015	5
419.015	15.001	Synonym	sleep	415.015	4	434.016	5
442.016	15	Synonym	allow	439.032	3	457.016	5
477.017	15	Hypothesis	bottom	472.017	5	492.017	5
501.017	15.001	Hypothesis	beach	497.034	4	516.018	5
526.018	15.001	Hypothesis	highway	521.035	5	541.019	5
549.019	15	Hypothesis	largecity1	546.019	3	564.019	5
573.019	15.001	Hypothesis	forest2	569.036	4	588.02	5
596.02	15	Hypothesis	newplanet	593.037	3	611.02	5
