onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.014	15.012	Synonym	received	10.016	5	30.026	5
40.022	14.995	Synonym	notice	35.024	5	55.017	5
63.015	15.011	Synonym	mutating	60.016	3	78.026	5
86.023	14.995	Synonym	eating	83.024	3	101.018	5
110.015	15.012	Synonym	evolve	106.017	4	125.027	5
134.024	14.995	Synonym	taught	130.025	4	149.019	5
169.012	15.012	Hypothesis	island	164.014	5	184.024	5
192.021	15.011	Hypothesis	abandoned	189.022	3	207.032	5
216.013	15.011	Hypothesis	hospital	212.014	4	231.024	5
239.022	15.011	Hypothesis	corporation1	236.023	3	254.033	5
264.013	15.012	Hypothesis	earth1	259.015	5	279.025	5
288.022	14.995	Hypothesis	pond	284.023	4	303.017	5
323.026	14.995	Hypothesis	forest1	318.028	5	338.021	5
346.035	14.979	Hypothesis	university	343.02	3	361.014	5
371.027	14.995	Hypothesis	desert2	366.028	5	386.022	5
395.019	14.995	Hypothesis	city	391.037	4	410.014	5
419.027	14.995	Hypothesis	jungle	415.029	4	434.022	5
442.019	14.995	Hypothesis	earth4	439.037	3	457.014	5
476.025	14.995	Synonym	stain	472.026	4	491.02	5
500.016	15.012	Synonym	claim	496.018	4	515.028	5
523.025	14.995	Synonym	spills	520.026	3	538.02	5
548.017	15.011	Synonym	removed	543.019	5	563.028	5
571.026	14.995	Synonym	vanished	568.027	3	586.021	5
596.017	14.995	Synonym	seek	591.019	5	611.012	5
