onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.122	5	association_1_same_context	21	1	S	forge	1.122	5	6.122	1	12.122	3.5
15.622	5	association_2_same_context	21	2	S	forge	1.122	5	6.122	9.5	20.622	7.501
28.123	5	association_1_different_context	22	1	D	cross	23.622	3.5	27.123	1	33.123	3.5
36.623	5	association_2_different_context	22	2	D	cross	23.622	3.5	27.123	9.5	41.623	7
48.623	5	association_1_different_context	23	1	D	height	44.623	3	47.623	1	53.623	3.5
57.123	5.001	association_2_different_context	23	2	D	height	44.623	3	47.623	9.5	62.124	7.5
69.624	5	association_1_different_context	24	1	D	spark	65.124	3.5	68.624	1	74.624	3.5
78.124	5	association_2_different_context	24	2	D	spark	65.124	3.5	68.624	9.5	83.124	7
90.124	5	association_1_same_context	25	1	S	den	86.124	3	89.124	1	95.124	3.501
98.625	5	association_2_same_context	25	2	S	den	86.124	3	89.124	9.501	103.625	8.5
112.125	5	association_1_same_context	26	1	S	list	106.625	4.5	111.125	1	117.125	3.5
120.625	5	association_2_same_context	26	2	S	list	106.625	4.5	111.125	9.5	125.625	8.001
133.626	5	association_1_same_context	27	1	S	exit	128.625	4	132.625	1.001	138.626	3.5
142.126	5	association_2_same_context	27	2	S	exit	128.625	4	132.625	9.501	147.126	9
156.126	5	association_1_different_context	28	1	D	mat	150.126	5	155.126	1	161.126	3.5
164.626	5.001	association_2_different_context	28	2	D	mat	150.126	5	155.126	9.5	169.627	8
177.627	5	association_1_different_context	29	1	D	lookout	172.643	4	176.627	1	182.627	3.5
186.127	5	association_2_different_context	29	2	D	lookout	172.643	4	176.627	9.5	191.127	8.5
199.627	5.001	association_1_same_context	30	1	S	fold	194.127	4.5	198.627	1	204.628	3.5
208.128	5	association_2_same_context	30	2	S	fold	194.127	4.5	198.627	9.501	213.128	-206
