onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.005	15	Hypothesis	island	10.005	3	28.005	5
38.005	15.001	Hypothesis	abandoned	33.005	5	53.006	5
62.006	15	Hypothesis	hospital	58.006	4	77.006	5
87.007	15	Hypothesis	corporation1	82.007	5	102.007	5
111.007	15.001	Hypothesis	earth1	107.007	4	126.008	5
134.008	15	Hypothesis	pond	131.008	3	149.008	5
167.009	15.001	Synonym	received	164.009	3	182.01	5
191.01	15	Synonym	notice	187.01	4	206.01	5
215.01	15.001	Synonym	mutating	211.01	4	230.011	5
240.011	15	Synonym	eating	235.011	5	255.011	5
263.012	14.983	Synonym	evolve	260.012	3	277.995	5
287.996	15	Synonym	taught	283.012	5	302.996	5
322.997	15	Synonym	stain	317.997	5	337.997	5
346.997	15.001	Synonym	claim	342.997	4	361.998	5
371.998	15	Synonym	spills	366.998	5	386.998	5
394.999	15	Synonym	removed	392.015	3	409.999	5
418.999	15.001	Synonym	vanished	415.016	4	434	5
442	15	Synonym	seek	439.033	3	457	5
477.001	15.017	Hypothesis	forest1	472.018	5	492.018	5
500.018	15.001	Hypothesis	university	497.035	3	515.019	5
524.019	15	Hypothesis	desert2	520.036	4	539.019	5
548.02	15	Hypothesis	city	544.036	4	563.02	5
573.02	15.001	Hypothesis	jungle	568.02	5	588.021	5
596.021	15	Hypothesis	earth4	593.021	3	611.021	5
