onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.524	18.5	BAT	slow_thick	10.024	1.5
31.524	18.501	BAT	fresh_green	30.024	1.5
51.525	18.501	BAT	dry_brown	50.025	1.5
71.526	18.5	BAT	fast_exciting	70.026	1.5
91.526	18.501	BAT	precious_hard	90.026	1.5
111.527	28.5	BAT	heavy_warm	110.027	1.5
141.528	18.5	DA	alley	140.027	1.501
161.528	18.501	DA	log	160.028	1.5
181.529	18.484	DA	seat	180.029	1.5
201.513	18.5	DA	coin	200.013	1.5
221.513	18.501	DA	fence	220.013	1.5
241.514	28.5	DA	branch	240.014	1.5
271.515	18.5	META	dog	270.014	1.501
291.515	18.501	META	wind	290.015	1.5
311.516	18.5	META	friend	310.016	1.5
331.516	18.501	META	sun	330.016	1.5
351.517	18.5	META	plant	350.017	1.5
371.517	28.501	META	pillow	370.017	1.5
401.518	18.501	CA	gum	400.018	1.5
421.519	18.5	CA	ladder	420.019	1.5
441.519	18.501	CA	mail	440.019	1.5
461.52	18.5	CA	screen	460.02	1.5
481.52	18.501	CA	robot	480.02	1.5
501.521	28.501	CA	train	500.021	1.5
531.522	18.5	AUT	knife	530.022	1.5
551.522	18.501	AUT	broom	550.022	1.5
571.523	18.5	AUT	pencil	570.023	1.5
591.524	18.5	AUT	lighter	590.023	1.501
611.524	18.501	AUT	purse	610.024	1.5
