onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.997	15.001	Synonym	deter	9.997	5	29.998	5
38.998	15.001	Synonym	guard	35.015	4	53.999	5
61.999	15	Synonym	banned	59.015	3	76.999	5
86.999	15.001	Synonym	overtaken	82.033	5	102	5
111.001	15	Synonym	administering	107.017	4	126.001	5
134.001	15	Synonym	split	131.017	3	149.001	5
169.002	15	Hypothesis	desert1	164.002	5	184.002	5
192.002	15.001	Hypothesis	largecity2	189.019	3	207.003	5
217.003	15.001	Hypothesis	zoo1	212.003	5	232.004	5
240.004	15	Hypothesis	smallvillage2	237.02	3	255.004	5
264.004	15.001	Hypothesis	earth3	260.021	4	279.005	5
288.005	15.001	Hypothesis	ocean1	284.022	4	303.006	5
323.006	15.001	Hypothesis	bottom	318.006	5	338.007	5
347.007	15	Hypothesis	beach	343.007	4	362.007	5
370.007	15.001	Hypothesis	highway	367.024	3	385.008	5
394.008	15.001	Hypothesis	largecity1	390.025	4	409.009	5
419.009	15	Hypothesis	forest2	414.009	5	434.009	5
442.009	15.001	Hypothesis	newplanet	439.026	3	457.01	5
476.01	15.001	Synonym	use	472.01	4	491.011	5
499.011	15.001	Synonym	grown	496.044	3	514.012	5
524.012	15	Synonym	refracted	519.045	5	539.012	5
548.996	15.034	Synonym	crumble	544.029	5	564.03	5
572.013	15.001	Synonym	sleep	569.03	3	587.014	5
596.014	15	Synonym	allow	592.047	4	611.014	5
