onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.023	15	Synonym	received	10.023	4	29.023	5
37.007	15	Synonym	notice	34.023	3	52.007	5
61.007	15.001	Synonym	mutating	57.007	4	76.008	5
84.008	15	Synonym	eating	81.008	3	99.008	5
109.009	15	Synonym	evolve	104.025	5	124.009	5
134.009	15.001	Synonym	taught	129.026	5	149.01	5
168.01	15.001	Hypothesis	island	164.01	4	183.011	5
192.011	15.001	Hypothesis	abandoned	188.028	4	207.012	5
214.995	15.001	Hypothesis	hospital	212.012	3	229.996	5
239.996	15	Hypothesis	corporation1	235.029	5	254.996	5
262.996	15.001	Hypothesis	earth1	260.013	3	277.997	5
287.997	15.001	Hypothesis	pond	283.03	5	302.998	5
322.998	15.001	Hypothesis	forest1	317.998	5	337.999	5
345.999	15	Hypothesis	university	343.015	3	360.999	5
371	15	Hypothesis	desert2	365.999	5	386	5
395	15.001	Hypothesis	city	391.033	4	410.001	5
418.001	15	Hypothesis	jungle	415.017	3	433.001	5
442.002	15	Hypothesis	earth4	438.018	4	457.002	5
476.002	15.001	Synonym	stain	472.002	4	491.003	5
501.003	15.001	Synonym	claim	496.02	5	516.004	5
526.004	15	Synonym	spills	521.02	5	541.004	5
550.005	15	Synonym	removed	546.004	4	565.005	5
573.005	15.001	Synonym	vanished	570.022	3	588.006	5
596.006	15	Synonym	seek	593.006	3	611.006	5
