onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.003	15	Synonym	deter	10.003	4	29.003	5
38.004	15	Synonym	guard	34.003	4	53.004	5
61.004	15.001	Synonym	banned	58.004	3	76.005	5
86.022	14.983	Synonym	overtaken	81.021	5	101.005	5
109.022	14.984	Synonym	administering	106.005	3	124.006	5
134.023	14.984	Synonym	split	129.006	5	149.007	5
169.024	15	Hypothesis	desert1	164.007	5	184.024	5
192.024	15.001	Hypothesis	largecity2	189.024	3	207.025	5
216.025	15.001	Hypothesis	zoo1	212.025	4	231.026	5
239.026	15	Hypothesis	smallvillage2	236.026	3	254.026	5
263.026	15.001	Hypothesis	earth3	259.026	4	278.027	5
288.027	15	Hypothesis	ocean1	283.027	5	303.027	5
323.011	15.017	Hypothesis	bottom	318.028	5	338.028	5
346.012	15	Hypothesis	beach	343.029	3	361.012	5
370.013	15	Hypothesis	highway	366.029	4	385.013	5
393.013	15.001	Hypothesis	largecity1	390.03	3	408.014	5
418.014	15	Hypothesis	forest2	413.031	5	433.014	5
442.015	15	Hypothesis	newplanet	438.015	4	457.015	5
476.016	15	Synonym	use	472.015	4	491.016	5
499.016	15.001	Synonym	grown	496.033	3	514.017	5
523.017	15	Synonym	refracted	519.033	4	538.017	5
548.018	15	Synonym	crumble	543.034	5	563.018	5
573.018	15.001	Synonym	sleep	568.018	5	588.019	5
596.019	15	Synonym	allow	593.019	3	611.019	5
