onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.616	5	association_1_same_context	21	1	S	forge	1.116	4.5	5.616	1	11.616	3.5
15.116	5.001	association_2_same_context	21	2	S	forge	1.116	4.5	5.616	9.5	20.117	7.5
27.617	5	association_1_different_context	22	1	D	cross	23.117	3.5	26.617	1	32.617	3.5
36.117	5	association_2_different_context	22	2	D	cross	23.117	3.5	26.617	9.5	41.117	7
48.117	5.001	association_1_different_context	23	1	D	height	44.117	3	47.117	1	53.118	3.5
56.618	5	association_2_different_context	23	2	D	height	44.117	3	47.117	9.501	61.618	7.5
69.118	5	association_1_different_context	24	1	D	spark	64.618	3.5	68.118	1	74.118	3.5
77.618	5	association_2_different_context	24	2	D	spark	64.618	3.5	68.118	9.5	82.618	9.001
91.619	5	association_1_same_context	25	1	S	den	85.618	5	90.619	1	96.619	3.5
100.119	5	association_2_same_context	25	2	S	den	85.618	5	90.619	9.5	105.119	8
113.119	5	association_1_same_context	26	1	S	list	108.119	4	112.119	1	118.119	3.5
121.619	5.001	association_2_same_context	26	2	S	list	108.119	4	112.119	9.5	126.62	8.5
135.12	5	association_1_same_context	27	1	S	exit	129.62	4.5	134.12	1	140.12	3.5
143.62	5	association_2_same_context	27	2	S	exit	129.62	4.5	134.12	9.5	148.62	7
155.62	5.001	association_1_different_context	28	1	D	mat	151.62	3	154.62	1	160.621	3.5
164.121	5	association_2_different_context	28	2	D	mat	151.62	3	154.62	9.501	169.121	8
177.121	5	association_1_different_context	29	1	D	lookout	172.121	4	176.121	1	182.121	3.5
185.621	5	association_2_different_context	29	2	D	lookout	172.121	4	176.121	9.5	190.621	9.001
199.622	5	association_1_same_context	30	1	S	fold	193.622	5	198.622	1	204.622	3.5
208.122	5	association_2_same_context	30	2	S	fold	193.622	5	198.622	9.5	213.122	-207.506
