onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.014	15	Synonym	deter	10.014	3	28.014	5
38.014	15.001	Synonym	guard	33.014	5	53.015	5
63.015	15	Synonym	banned	58.015	5	78.015	5
87.016	15	Synonym	overtaken	83.016	4	102.016	5
111.016	15.001	Synonym	administering	107.016	4	126.017	5
134.017	15	Synonym	split	131.017	3	149.017	5
169.018	15	Hypothesis	desert1	164.018	5	184.018	5
192.019	15	Hypothesis	largecity2	189.019	3	207.019	5
216.019	15.001	Hypothesis	zoo1	212.019	4	231.02	5
241.02	15	Hypothesis	smallvillage2	236.02	5	256.02	5
265.021	15	Hypothesis	earth3	261.021	4	280.021	5
288.021	15.001	Hypothesis	ocean1	285.021	3	303.022	5
321.022	15.001	Hypothesis	bottom	318.022	3	336.023	5
346.023	15	Hypothesis	beach	341.023	5	361.023	5
370.024	15	Hypothesis	highway	366.024	4	385.024	5
394.024	15.001	Hypothesis	largecity1	390.024	4	409.025	5
419.025	15.001	Hypothesis	forest2	414.025	5	434.026	5
442.026	15	Hypothesis	newplanet	439.026	3	457.026	5
475.027	15	Synonym	use	472.027	3	490.027	5
499.027	15.001	Synonym	grown	495.027	4	514.028	5
524.028	15	Synonym	refracted	519.028	5	539.028	5
549.012	15.001	Synonym	crumble	544.029	5	564.013	5
572.013	15	Synonym	sleep	569.013	3	587.013	5
596.013	15.001	Synonym	allow	592.013	4	611.014	5
