onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.527	18.5	BAT	slow_thick	10.027	1.5
31.527	18.501	BAT	fresh_green	30.027	1.5
51.528	18.5	BAT	dry_brown	50.028	1.5
71.528	18.501	BAT	fast_exciting	70.028	1.5
91.529	18.501	BAT	precious_hard	90.029	1.5
111.53	28.484	BAT	heavy_warm	110.03	1.5
141.514	18.5	DA	alley	140.014	1.5
161.514	18.501	DA	log	160.014	1.5
181.515	18.5	DA	seat	180.015	1.5
201.515	18.501	DA	coin	200.015	1.5
221.516	18.501	DA	fence	220.016	1.5
241.517	28.5	DA	branch	240.017	1.5
271.517	18.501	META	dog	270.017	1.5
291.518	18.501	META	wind	290.018	1.5
311.519	18.5	META	friend	310.019	1.5
331.519	18.501	META	sun	330.019	1.5
351.52	18.5	META	plant	350.02	1.5
371.52	28.501	META	pillow	370.02	1.5
401.521	18.501	CA	gum	400.021	1.5
421.522	18.5	CA	ladder	420.022	1.5
441.522	18.501	CA	mail	440.022	1.5
461.523	18.5	CA	screen	460.023	1.5
481.523	18.501	CA	robot	480.023	1.5
501.524	28.501	CA	train	500.024	1.5
531.525	18.5	AUT	knife	530.025	1.5
551.525	18.484	AUT	broom	550.025	1.5
571.509	18.501	AUT	pencil	570.009	1.5
591.51	18.5	AUT	lighter	590.01	1.5
611.51	18.501	AUT	purse	610.01	1.5
