onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.996	15.001	Hypothesis	desert1	9.996	4	28.997	5
38.997	15	Hypothesis	largecity2	34.014	5	53.997	5
63.014	14.984	Hypothesis	zoo1	59.031	4	77.998	5
85.998	15.001	Hypothesis	smallvillage2	83.031	3	100.999	5
108.999	15	Hypothesis	earth3	106.049	3	123.999	5
134.016	14.984	Hypothesis	ocean1	129.033	5	149	5
169.017	15.001	Synonym	deter	164.017	5	184.018	5
192.018	15	Synonym	guard	189.034	3	207.018	5
216.018	15.001	Synonym	banned	212.035	4	231.019	5
239.019	15.001	Synonym	overtaken	236.036	3	254.02	5
263.02	15	Synonym	administering	259.036	4	278.02	5
288.021	15	Synonym	split	283.02	5	303.021	5
321.022	15	Synonym	use	318.021	3	336.022	5
345.022	15.001	Synonym	grown	341.022	4	360.023	5
370.023	15	Synonym	refracted	365.023	5	385.023	5
394.024	15	Synonym	crumble	390.023	4	409.024	5
417.024	15.001	Synonym	sleep	414.024	3	432.025	5
442.025	15	Synonym	allow	437.025	5	457.025	5
477.026	15	Hypothesis	bottom	472.026	5	492.026	5
500.027	15	Hypothesis	beach	497.027	3	515.027	5
524.027	15.001	Hypothesis	highway	520.027	4	539.028	5
548.028	15	Hypothesis	largecity1	544.028	4	563.028	5
571.012	15	Hypothesis	forest2	568.028	3	586.012	5
596.013	15	Hypothesis	newplanet	591.046	5	611.013	5
