onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14	15.001	Hypothesis	desert1	10	4	29.001	5
38.001	15	Hypothesis	largecity2	34.001	4	53.001	5
63.002	15	Hypothesis	zoo1	58.018	5	78.002	5
86.002	15.001	Hypothesis	smallvillage2	83.002	3	101.003	5
111.003	15	Hypothesis	earth3	106.003	5	126.003	5
134.004	15	Hypothesis	ocean1	131.02	3	149.004	5
168.005	15	Synonym	deter	164.021	4	183.005	5
192.005	15.001	Synonym	guard	188.005	4	207.006	5
217.006	15	Synonym	banned	212.023	5	232.006	5
240.007	15	Synonym	overtaken	237.023	3	255.007	5
265.007	15.001	Synonym	administering	260.024	5	280.008	5
288.008	15	Synonym	split	285.025	3	303.008	5
323.009	15	Synonym	use	318.009	5	338.009	5
348.01	15	Synonym	grown	343.01	5	363.01	5
371.027	14.984	Synonym	refracted	368.01	3	386.011	5
395.011	15	Synonym	crumble	391.028	4	410.011	5
419.028	14.967	Synonym	sleep	415.028	4	433.995	5
441.996	15.017	Synonym	allow	439.029	3	457.013	5
475.013	15.001	Hypothesis	bottom	471.997	3	490.014	5
499.014	14.984	Hypothesis	beach	495.03	4	513.998	5
522.015	14.983	Hypothesis	highway	519.031	3	536.998	5
547.015	15.001	Hypothesis	largecity1	542.032	5	562.016	5
571.016	15	Hypothesis	forest2	567.033	4	586.016	5
596.017	15	Hypothesis	newplanet	591.033	5	611.017	5
