onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.514	18.501	AUT	candle	10.014	1.5
31.515	18.5	AUT	bucket	30.015	1.5
51.515	18.501	AUT	pillow	50.015	1.5
71.516	18.5	AUT	fork	70.016	1.5
91.516	18.501	AUT	brick	90.016	1.5
111.517	28.501	AUT	lamp	110.017	1.5
141.518	18.5	META	picture	140.018	1.5
161.518	18.501	META	swimmer	160.018	1.5
181.519	18.5	META	hat	180.019	1.5
201.519	18.501	META	bread	200.019	1.5
221.52	18.5	META	star	220.02	1.5
241.521	28.5	META	room	240.02	1.501
271.521	18.501	DA	grass	270.021	1.5
291.522	18.5	DA	sword	290.022	1.5
311.523	18.5	DA	glove	310.022	1.501
331.523	18.501	DA	statue	330.023	1.5
351.524	18.5	DA	palace	350.024	1.5
371.524	28.501	DA	subway	370.024	1.5
401.525	18.501	BAT	big_open	400.025	1.5
421.526	18.5	BAT	sweet_soft	420.026	1.5
441.526	18.501	BAT	round_white	440.026	1.5
461.527	18.5	BAT	liquid_healthy	460.027	1.5
481.527	18.501	BAT	small_wet	480.027	1.5
501.528	28.501	BAT	smooth_angular	500.028	1.5
531.529	18.483	CA	bench	530.029	1.5
551.512	18.501	CA	coat	550.012	1.5
571.513	18.501	CA	costume	570.013	1.5
591.514	18.5	CA	dock	590.014	1.5
611.514	18.501	CA	drum	610.014	1.5
