onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.499	18.501	BAT	slow_thick	9.999	1.5
31.5	18.501	BAT	fresh_green	30	1.5
51.501	18.5	BAT	dry_brown	50.001	1.5
71.501	18.501	BAT	fast_exciting	70.001	1.5
91.502	18.5	BAT	precious_hard	90.002	1.5
111.502	28.501	BAT	heavy_warm	110.002	1.5
141.503	18.501	DA	alley	140.003	1.5
161.504	18.5	DA	log	160.004	1.5
181.504	18.501	DA	seat	180.004	1.5
201.505	18.5	DA	coin	200.005	1.5
221.505	18.501	DA	fence	220.005	1.5
241.506	28.501	DA	branch	240.006	1.5
271.507	18.5	META	dog	270.007	1.5
291.507	18.501	META	wind	290.007	1.5
311.508	18.5	META	friend	310.008	1.5
331.508	18.501	META	sun	330.008	1.5
351.509	18.5	META	plant	350.009	1.5
371.509	28.501	META	pillow	370.009	1.5
401.51	18.501	CA	gum	400.01	1.5
421.511	18.5	CA	ladder	420.011	1.5
441.511	18.501	CA	mail	440.011	1.5
461.512	18.484	CA	screen	460.012	1.5
481.496	18.5	CA	robot	479.996	1.5
501.496	28.501	CA	train	499.996	1.5
531.497	18.501	AUT	knife	529.997	1.5
551.498	18.5	AUT	broom	549.998	1.5
571.498	18.501	AUT	pencil	569.998	1.5
591.515	18.484	AUT	lighter	589.999	1.516
611.499	18.501	AUT	purse	609.999	1.5
