onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.02	15.001	Hypothesis	island	10.02	5	30.021	5
39.021	15	Hypothesis	abandoned	35.021	4	54.021	5
62.022	15	Hypothesis	hospital	59.022	3	77.022	5
87.022	15.001	Hypothesis	corporation1	82.022	5	102.023	5
110.023	15	Hypothesis	earth1	107.023	3	125.023	5
134.024	15	Hypothesis	pond	130.023	4	149.024	5
167.025	15	Synonym	received	164.024	3	182.025	5
192.025	15.001	Synonym	notice	187.025	5	207.026	5
217.026	15	Synonym	mutating	212.026	5	232.026	5
240.027	15	Synonym	eating	237.026	3	255.027	5
264.027	15.001	Synonym	evolve	260.027	4	279.028	5
288.028	15	Synonym	taught	284.028	4	303.028	5
321.012	15	Synonym	stain	318.029	3	336.012	5
345.013	15	Synonym	claim	341.013	4	360.013	5
369.013	15.001	Synonym	spills	365.013	4	384.014	5
394.014	15	Synonym	removed	389.031	5	409.014	5
417.015	15	Synonym	vanished	414.015	3	432.015	5
442.015	15.002	Synonym	seek	437.015	5	457.017	5
477.016	15.001	Hypothesis	forest1	472.016	5	492.017	5
501.017	15	Hypothesis	university	497.017	4	516.017	5
524.018	15	Hypothesis	desert2	521.018	3	539.018	5
548.018	15.001	Hypothesis	city	544.018	4	563.019	5
573.019	15	Hypothesis	jungle	568.019	5	588.019	5
596.02	15	Hypothesis	earth4	593.02	3	611.02	5
