onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.616	5	association_1_different_context	31	1	D	flag	1.116	3.5	4.616	1	10.616	3.501
14.117	5	association_2_different_context	31	2	D	flag	1.116	3.5	4.616	9.501	19.117	7
26.117	5	association_1_different_context	32	1	D	launch	22.117	3	25.117	1	31.117	3.5
34.617	5	association_2_different_context	32	2	D	launch	22.117	3	25.117	9.5	39.617	9.001
48.618	5	association_1_different_context	33	1	D	road	42.617	5	47.618	1	53.618	3.5
57.118	5	association_2_different_context	33	2	D	road	42.617	5	47.618	9.5	62.118	8
70.118	5	association_1_same_context	34	1	S	flow	65.118	4	69.118	1	75.118	3.5
78.618	5.001	association_2_same_context	34	2	S	flow	65.118	4	69.118	9.5	83.619	8.5
92.119	5	association_1_same_context	35	1	S	display	86.619	4.5	91.119	1	97.119	3.501
100.62	4.999	association_2_same_context	35	2	S	display	86.619	4.5	91.119	9.501	105.619	7.5
113.119	5.001	association_1_same_context	36	1	S	dozen	108.619	3.5	112.119	1	118.12	3.5
121.62	5	association_2_same_context	36	2	S	dozen	108.619	3.5	112.119	9.501	126.62	8
134.62	5	association_1_different_context	37	1	D	twist	129.62	4	133.62	1	139.62	3.5
143.12	5	association_2_different_context	37	2	D	twist	129.62	4	133.62	9.5	148.12	7.001
155.121	5	association_1_different_context	38	1	D	spot	151.12	3	154.121	1	160.121	3.5
163.621	5	association_2_different_context	38	2	D	spot	151.12	3	154.121	9.5	168.621	9
177.621	5	association_1_same_context	39	1	S	city	171.621	5	176.621	1	182.621	3.5
186.121	5.001	association_2_same_context	39	2	S	city	171.621	5	176.621	9.5	191.122	8.5
199.622	5	association_1_same_context	40	1	S	hill	194.122	4.5	198.622	1	204.622	3.5
208.122	5	association_2_same_context	40	2	S	hill	194.122	4.5	198.622	9.5	213.122	-206.495
