onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.511	18.501	AUT	candle	10.011	1.5
31.512	18.5	AUT	bucket	30.012	1.5
51.512	18.501	AUT	pillow	50.012	1.5
71.513	18.484	AUT	fork	70.013	1.5
91.497	18.5	AUT	brick	89.997	1.5
111.497	28.501	AUT	lamp	109.997	1.5
141.498	18.501	META	picture	139.998	1.5
161.499	18.5	META	swimmer	159.999	1.5
181.499	18.501	META	hat	179.999	1.5
201.5	18.5	META	bread	200	1.5
221.5	18.501	META	star	220	1.5
241.501	28.501	META	room	240.001	1.5
271.502	18.5	DA	grass	270.002	1.5
291.502	18.501	DA	sword	290.002	1.5
311.503	18.5	DA	glove	310.003	1.5
331.503	18.501	DA	statue	330.003	1.5
351.504	18.501	DA	palace	350.004	1.5
371.505	28.5	DA	subway	370.005	1.5
401.522	18.484	BAT	big_open	400.005	1.517
421.506	18.517	BAT	sweet_soft	420.006	1.5
441.523	18.501	BAT	round_white	440.023	1.5
461.524	18.5	BAT	liquid_healthy	460.024	1.5
481.524	18.501	BAT	small_wet	480.024	1.5
501.525	28.501	BAT	smooth_angular	500.025	1.5
531.526	18.5	CA	bench	530.026	1.5
551.526	18.501	CA	coat	550.026	1.5
571.527	18.5	CA	costume	570.027	1.5
591.527	18.501	CA	dock	590.027	1.5
611.528	18.5	CA	drum	610.028	1.5
