onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.026	15.001	Hypothesis	island	10.026	3	28.027	5
37.027	15	Hypothesis	abandoned	33.027	4	52.027	5
60.028	15	Hypothesis	hospital	57.027	3	75.028	5
84.028	15.001	Hypothesis	corporation1	80.028	4	99.029	5
109.012	15.001	Hypothesis	earth1	104.012	5	124.013	5
134.013	15	Hypothesis	pond	129.013	5	149.013	5
167.014	15	Synonym	received	164.014	3	182.014	5
191.015	15	Synonym	notice	187.014	4	206.015	5
216.015	15.001	Synonym	mutating	211.015	5	231.016	5
240.016	15	Synonym	eating	236.016	4	255.016	5
265.017	15	Synonym	evolve	260.016	5	280.017	5
288.017	15.001	Synonym	taught	285.017	3	303.018	5
321.018	15.001	Synonym	stain	318.018	3	336.019	5
344.019	15	Synonym	claim	341.019	3	359.019	5
369.019	15.001	Synonym	spills	364.019	5	384.02	5
393.02	15.001	Synonym	removed	389.02	4	408.021	5
418.021	15	Synonym	vanished	413.021	5	433.021	5
442.021	15.001	Synonym	seek	438.021	4	457.022	5
477.022	15.001	Hypothesis	forest1	472.022	5	492.023	5
501.023	15	Hypothesis	university	497.023	4	516.023	5
526.024	15	Hypothesis	desert2	521.024	5	541.024	5
549.024	15.001	Hypothesis	city	546.024	3	564.025	5
572.025	15	Hypothesis	jungle	569.025	3	587.025	5
596.026	15	Hypothesis	earth4	592.026	4	611.026	5
