onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.019	14.984	Synonym	deter	10.002	5	30.003	5
38.02	14.983	Synonym	guard	35.003	3	53.003	5
62.004	15.017	Synonym	banned	58.037	4	77.021	5
86.021	15	Synonym	overtaken	82.021	4	101.021	5
111.022	15	Synonym	administering	106.021	5	126.022	5
134.022	15.001	Synonym	split	131.022	3	149.023	5
168.023	15.001	Hypothesis	desert1	164.023	4	183.024	5
193.024	15	Hypothesis	largecity2	188.04	5	208.024	5
217.025	15	Hypothesis	zoo1	213.024	4	232.025	5
242.025	15.001	Hypothesis	smallvillage2	237.025	5	257.026	5
265.026	15	Hypothesis	earth3	262.026	3	280.026	5
288.027	15	Hypothesis	ocean1	285.026	3	303.027	5
321.027	15.001	Hypothesis	bottom	318.027	3	336.028	5
346.028	15.001	Hypothesis	beach	341.028	5	361.029	5
371.012	15.001	Hypothesis	highway	366.029	5	386.013	5
394.013	15	Hypothesis	largecity1	391.013	3	409.013	5
418.013	15.001	Hypothesis	forest2	414.03	4	433.014	5
442.014	15	Hypothesis	newplanet	438.014	4	457.014	5
477.015	15.001	Synonym	use	472.015	5	492.016	5
500.016	15	Synonym	grown	497.016	3	515.016	5
525.016	15.001	Synonym	refracted	520.016	5	540.017	5
549.017	15	Synonym	crumble	545.034	4	564.017	5
573.018	15	Synonym	sleep	569.018	4	588.018	5
596.018	15.001	Synonym	allow	593.018	3	611.019	5
