onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.614	4.998	association_1_same_context	21	1	S	forge	1.132	4.5	5.614	1	11.612	3.516
15.128	4.998	association_2_same_context	21	2	S	forge	1.132	4.5	5.614	9.514	20.126	8.997
29.123	4.998	association_1_different_context	22	1	D	cross	23.125	5	28.123	1	34.121	3.499
37.62	4.998	association_2_different_context	22	2	D	cross	23.125	5	28.123	9.497	42.618	8.014
50.632	4.982	association_1_different_context	23	1	D	height	45.617	4	49.633	0.999	55.614	3.499
59.113	5.015	association_2_different_context	23	2	D	height	45.617	4	49.633	9.48	64.128	6.997
71.125	4.999	association_1_different_context	24	1	D	spark	67.127	3	70.126	0.999	76.124	3.499
79.623	4.998	association_2_different_context	24	2	D	spark	67.127	3	70.126	9.497	84.621	7.497
92.118	5.015	association_1_same_context	25	1	S	den	87.62	3.5	91.119	0.999	97.133	3.482
100.615	4.999	association_2_same_context	25	2	S	den	87.62	3.5	91.119	9.496	105.614	9.013
114.627	4.999	association_1_same_context	26	1	S	list	108.613	5	113.628	0.999	119.626	3.498
123.124	4.999	association_2_same_context	26	2	S	list	108.613	5	113.628	9.496	128.123	7.997
136.12	5.015	association_1_same_context	27	1	S	exit	131.122	4	135.12	1	141.135	3.482
144.617	4.999	association_2_same_context	27	2	S	exit	131.122	4	135.12	9.497	149.616	8.497
158.113	5.015	association_1_different_context	28	1	D	mat	152.615	4.5	157.113	1	163.128	3.498
166.626	4.999	association_2_different_context	28	2	D	mat	152.615	4.5	157.113	9.513	171.625	7.497
179.122	4.999	association_1_different_context	29	1	D	lookout	174.624	3.5	178.123	0.999	184.121	3.515
187.636	4.982	association_2_different_context	29	2	D	lookout	174.624	3.5	178.123	9.513	192.618	6.997
199.615	4.999	association_1_same_context	30	1	S	fold	195.617	3	198.616	0.999	204.614	3.498
208.112	5.015	association_2_same_context	30	2	S	fold	195.617	3	198.616	9.496	213.127	-206.502
