onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.124	4.998	association_1_same_context	41	1	S	quarter	1.125	3	4.124	1	10.122	3.499
13.621	5.015	association_2_same_context	41	2	S	quarter	1.125	3	4.124	9.497	18.636	8.48
27.116	4.999	association_1_different_context	42	1	D	peak	21.618	4.5	26.117	0.999	32.115	3.498
35.613	5.015	association_2_different_context	42	2	D	peak	21.618	4.5	26.117	9.496	40.628	6.998
47.626	4.998	association_1_different_context	43	1	D	dip	43.627	3	46.626	1	52.624	3.499
56.123	4.999	association_2_different_context	43	2	D	dip	43.627	3	46.626	9.497	61.122	7.997
69.119	4.998	association_1_different_context	44	1	D	sweep	64.137	4	68.119	1	74.117	3.499
77.616	4.998	association_2_different_context	44	2	D	sweep	64.137	4	68.119	9.497	82.614	9.014
91.628	4.998	association_1_different_context	45	1	D	foot	85.613	5	90.628	1	96.626	3.499
100.125	4.998	association_2_different_context	45	2	D	foot	85.613	5	90.628	9.497	105.123	7.498
112.621	4.998	association_1_same_context	46	1	S	suit	108.122	3.5	111.638	0.983	117.619	3.499
121.118	4.998	association_2_same_context	46	2	S	suit	108.122	3.5	111.638	9.48	126.116	7.498
133.614	5.015	association_1_same_context	47	1	S	mix	129.115	3.5	132.614	1	138.629	3.499
142.128	4.998	association_2_same_context	47	2	S	mix	129.115	3.5	132.614	9.514	147.126	9.013
156.139	4.982	association_1_different_context	48	1	D	trail	150.125	5	155.123	1.016	161.121	3.499
164.62	4.998	association_2_different_context	48	2	D	trail	150.125	5	155.123	9.497	169.618	7.997
177.615	4.999	association_1_same_context	49	1	S	chunk	172.617	4	176.616	0.999	182.614	3.499
186.113	5.015	association_2_same_context	49	2	S	chunk	172.617	4	176.616	9.497	191.128	8.497
199.625	5.015	association_1_same_context	50	1	S	scrap	194.127	4.5	198.625	1	204.64	3.482
208.122	4.998	association_2_same_context	50	2	S	scrap	194.127	4.5	198.625	9.497	213.12	-206.498
