onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.621	4.998	association_1_same_context	21	1	S	forge	1.123	3.5	4.621	1	10.619	3.499
14.118	4.999	association_2_same_context	21	2	S	forge	1.123	3.5	4.621	9.497	19.117	8.497
27.614	5.015	association_1_different_context	22	1	D	cross	22.115	4.5	26.614	1	32.629	3.498
36.127	4.999	association_2_different_context	22	2	D	cross	22.115	4.5	26.614	9.513	41.126	8.997
50.123	5.015	association_1_different_context	23	1	D	height	44.125	5	49.123	1	55.138	3.482
58.62	4.998	association_2_different_context	23	2	D	height	44.125	5	49.123	9.497	63.618	6.998
70.616	4.998	association_1_different_context	24	1	D	spark	66.617	3	69.616	1	75.614	3.499
79.113	5.015	association_2_different_context	24	2	D	spark	66.617	3	69.616	9.497	84.128	7.997
92.125	4.998	association_1_same_context	25	1	S	den	87.127	4	91.126	0.999	97.123	3.516
100.639	4.982	association_2_same_context	25	2	S	den	87.127	4	91.126	9.513	105.621	6.997
112.618	4.999	association_1_same_context	26	1	S	list	108.62	3	111.619	0.999	117.617	3.498
121.115	4.999	association_2_same_context	26	2	S	list	108.62	3	111.619	9.496	126.114	9.013
135.127	4.999	association_1_same_context	27	1	S	exit	129.113	5	134.128	0.999	140.126	3.498
143.624	5.015	association_2_same_context	27	2	S	exit	129.113	5	134.128	9.496	148.639	7.481
156.12	4.999	association_1_different_context	28	1	D	mat	151.622	3.5	155.121	0.999	161.119	3.498
164.617	4.999	association_2_different_context	28	2	D	mat	151.622	3.5	155.121	9.496	169.616	8.497
178.113	5.015	association_1_different_context	29	1	D	lookout	172.615	4.5	177.113	1	183.128	3.499
186.627	4.998	association_2_different_context	29	2	D	lookout	172.615	4.5	177.113	9.514	191.625	7.997
199.622	4.999	association_1_same_context	30	1	S	fold	194.641	4	198.623	0.999	204.621	3.498
208.119	4.999	association_2_same_context	30	2	S	fold	194.641	4	198.623	9.496	213.118	-205.994
