onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.622	4.999	association_1_different_context	51	1	D	plank	1.124	4.5	5.623	0.999	11.621	3.498
15.119	5.015	association_2_different_context	51	2	D	plank	1.124	4.5	5.623	9.496	20.134	8.981
29.115	4.998	association_1_different_context	52	1	D	bell	23.117	5	28.115	1	34.113	3.515
37.628	4.999	association_2_different_context	52	2	D	bell	23.117	5	28.115	9.513	42.627	7.497
50.124	4.999	association_1_same_context	53	1	S	alarm	45.626	3.5	49.125	0.999	55.123	3.498
58.621	4.999	association_2_same_context	53	2	S	alarm	45.626	3.5	49.125	9.496	63.62	6.997
70.617	4.999	association_1_different_context	54	1	D	chain	66.635	3	69.634	0.983	75.616	3.498
79.114	4.999	association_2_different_context	54	2	D	chain	66.635	3	69.634	9.48	84.113	8.514
92.627	4.998	association_1_same_context	55	1	S	contact	87.128	4.5	91.627	1	97.625	3.499
101.124	4.998	association_2_same_context	55	2	S	contact	87.128	4.5	91.627	9.497	106.122	8.014
114.136	4.982	association_1_different_context	56	1	D	touch	109.121	4	113.136	1	119.118	3.498
122.616	4.999	association_2_different_context	56	2	D	touch	109.121	4	113.136	9.48	127.615	6.997
134.612	5.015	association_1_same_context	57	1	S	dent	130.614	3	133.613	0.999	139.627	3.499
143.126	4.998	association_2_same_context	57	2	S	dent	130.614	3	133.613	9.513	148.124	7.498
155.622	5.015	association_1_different_context	58	1	D	lobby	151.123	3.5	154.622	1	160.637	3.482
164.119	4.998	association_2_different_context	58	2	D	lobby	151.123	3.5	154.622	9.497	169.117	8.997
178.114	4.999	association_1_same_context	59	1	S	market	172.116	5	177.115	0.999	183.113	3.515
186.628	4.998	association_2_same_context	59	2	S	market	172.116	5	177.115	9.513	191.626	7.998
199.624	4.998	association_1_same_context	60	1	S	slide	194.625	4	198.624	1	204.622	3.516
208.138	4.981	association_2_same_context	60	2	S	slide	194.625	4	198.624	9.514	213.119	n/a
