onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.521	18.5	AUT	candle	10.021	1.5
31.521	18.501	AUT	bucket	30.021	1.5
51.522	18.5	AUT	pillow	50.022	1.5
71.522	18.501	AUT	fork	70.022	1.5
91.523	18.501	AUT	brick	90.023	1.5
111.524	28.5	AUT	lamp	110.024	1.5
141.524	18.501	META	picture	140.024	1.5
161.525	18.501	META	swimmer	160.025	1.5
181.526	18.5	META	hat	180.026	1.5
201.526	18.501	META	bread	200.026	1.5
221.527	18.5	META	star	220.027	1.5
241.527	28.501	META	room	240.027	1.5
271.528	18.501	DA	grass	270.028	1.5
291.529	18.484	DA	sword	290.029	1.5
311.513	18.5	DA	glove	310.013	1.5
331.513	18.501	DA	statue	330.013	1.5
351.514	18.5	DA	palace	350.014	1.5
371.514	28.501	DA	subway	370.014	1.5
401.515	18.501	BAT	big_open	400.015	1.5
421.516	18.5	BAT	sweet_soft	420.016	1.5
441.516	18.501	BAT	round_white	440.016	1.5
461.517	18.484	BAT	liquid_healthy	460.017	1.5
481.501	18.5	BAT	small_wet	480.001	1.5
501.501	28.501	BAT	smooth_angular	500.001	1.5
531.502	18.501	CA	bench	530.002	1.5
551.503	18.5	CA	coat	550.003	1.5
571.503	18.501	CA	costume	570.003	1.5
591.504	18.5	CA	dock	590.004	1.5
611.504	18.501	CA	drum	610.004	1.5
