onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.619	4.998	association_1_same_context	11	1	S	blow	1.121	3.5	4.619	1	10.617	3.499
14.116	4.999	association_2_same_context	11	2	S	blow	1.121	3.5	4.619	9.497	19.115	7.014
26.129	4.998	association_1_different_context	12	1	D	globe	22.114	3	25.146	0.983	31.127	3.499
34.626	4.998	association_2_different_context	12	2	D	globe	22.114	3	25.146	9.48	39.624	8.997
48.621	4.999	association_1_same_context	13	1	S	leap	42.623	5	47.622	0.999	53.62	3.498
57.118	4.999	association_2_same_context	13	2	S	leap	42.623	5	47.622	9.496	62.117	6.997
69.114	4.999	association_1_different_context	14	1	D	guide	65.116	3	68.115	0.999	74.113	3.515
77.628	4.998	association_2_different_context	14	2	D	guide	65.116	3	68.115	9.513	82.626	7.498
90.124	4.998	association_1_different_context	15	1	D	stage	85.625	3.5	89.124	1	95.122	3.499
98.621	4.998	association_2_different_context	15	2	D	stage	85.625	3.5	89.124	9.497	103.619	8.497
112.116	5.015	association_1_different_context	16	1	D	scratch	106.618	4.5	111.117	0.999	117.131	3.483
120.614	5.015	association_2_different_context	16	2	D	scratch	106.618	4.5	111.117	9.497	125.629	8.996
134.625	4.999	association_1_same_context	17	1	S	note	128.628	5	133.626	0.999	139.624	3.499
143.123	4.998	association_2_same_context	17	2	S	note	128.628	5	133.626	9.497	148.121	7.997
156.118	4.998	association_1_same_context	18	1	S	study	151.12	4	155.119	0.999	161.116	3.516
164.632	4.982	association_2_same_context	18	2	S	study	151.12	4	155.119	9.513	169.614	8.014
177.628	4.998	association_1_different_context	19	1	D	piece	172.613	4	176.628	1	182.626	3.499
186.125	4.998	association_2_different_context	19	2	D	piece	172.613	4	176.628	9.497	191.123	8.497
199.62	4.998	association_1_same_context	20	1	S	stem	194.122	4.5	198.62	1	204.618	3.499
208.117	5.015	association_2_same_context	20	2	S	stem	194.122	4.5	198.62	9.497	213.132	-205.99
