onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.142	4.982	association_1_same_context	21	1	S	forge	1.128	5	6.126	1.016	12.124	3.499
15.623	4.998	association_2_same_context	21	2	S	forge	1.128	5	6.126	9.497	20.621	8.497
29.118	4.998	association_1_different_context	22	1	D	cross	23.62	4.5	28.118	1	34.116	3.499
37.615	4.999	association_2_different_context	22	2	D	cross	23.62	4.5	28.118	9.497	42.614	8.014
50.628	5.015	association_1_different_context	23	1	D	height	45.613	4	49.628	1	55.643	3.482
59.125	4.998	association_2_different_context	23	2	D	height	45.613	4	49.628	9.497	64.123	7.497
71.62	4.999	association_1_different_context	24	1	D	spark	67.122	3.5	70.621	0.999	76.619	3.499
80.118	4.998	association_2_different_context	24	2	D	spark	67.122	3.5	70.621	9.497	85.116	7.997
93.113	5.015	association_1_same_context	25	1	S	den	88.115	4	92.113	1	98.128	3.516
101.644	4.981	association_2_same_context	25	2	S	den	88.115	4	92.113	9.531	106.625	6.998
113.623	4.998	association_1_same_context	26	1	S	list	109.624	3	112.623	1	118.621	3.499
122.12	4.998	association_2_same_context	26	2	S	list	109.624	3	112.623	9.497	127.118	8.997
136.115	4.999	association_1_same_context	27	1	S	exit	130.117	5	135.116	0.999	141.114	3.498
144.612	5.032	association_2_same_context	27	2	S	exit	130.117	5	135.116	9.496	149.644	7.481
157.125	4.998	association_1_different_context	28	1	D	mat	152.626	3.5	156.125	1	162.123	3.499
165.622	4.998	association_2_different_context	28	2	D	mat	152.626	3.5	156.125	9.497	170.62	8.497
179.117	4.999	association_1_different_context	29	1	D	lookout	173.619	4.5	178.118	0.999	184.116	3.499
187.615	4.998	association_2_different_context	29	2	D	lookout	173.619	4.5	178.118	9.497	192.613	7.014
199.627	4.998	association_1_same_context	30	1	S	fold	195.645	3	198.628	0.999	204.625	3.499
208.124	4.999	association_2_same_context	30	2	S	fold	195.645	3	198.628	9.496	213.123	-206.997
