onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.027	15	Synonym	received	10.027	4	29.027	5
39.011	15.017	Synonym	notice	34.027	5	54.028	5
62.012	15.017	Synonym	mutating	59.028	3	77.029	5
87.012	15.001	Synonym	eating	82.012	5	102.013	5
110.013	15	Synonym	evolve	107.013	3	125.013	5
134.014	15	Synonym	taught	130.014	4	149.014	5
168.015	15	Hypothesis	island	164.014	4	183.015	5
191.015	15.001	Hypothesis	abandoned	188.015	3	206.016	5
215.016	15	Hypothesis	hospital	211.016	4	230.016	5
238.017	15	Hypothesis	corporation1	235.016	3	253.017	5
263.017	15.001	Hypothesis	earth1	258.017	5	278.018	5
288.018	15	Hypothesis	pond	283.018	5	303.018	5
323.019	15	Hypothesis	forest1	318.019	5	338.019	5
347.02	15	Hypothesis	university	343.02	4	362.02	5
371.02	15.001	Hypothesis	desert2	367.02	4	386.021	5
394.021	15	Hypothesis	city	391.021	3	409.021	5
417.022	15	Hypothesis	jungle	414.022	3	432.022	5
442.022	15.001	Hypothesis	earth4	437.022	5	457.023	5
475.023	15.001	Synonym	stain	472.023	3	490.024	5
500.024	15	Synonym	claim	495.024	5	515.024	5
523.025	15	Synonym	spills	520.025	3	538.025	5
548.025	15.001	Synonym	removed	543.025	5	563.026	5
572.026	15	Synonym	vanished	568.026	4	587.026	5
596.027	15	Synonym	seek	592.027	4	611.027	5
