onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.126	4.998	association_1_same_context	11	1	S	blow	1.128	5	6.126	1	12.124	3.499
15.623	4.998	association_2_same_context	11	2	S	blow	1.128	5	6.126	9.497	20.621	8.997
29.618	4.999	association_1_different_context	12	1	D	globe	23.62	5	28.619	0.999	34.617	3.498
38.115	4.999	association_2_different_context	12	2	D	globe	23.62	5	28.619	9.496	43.114	8.513
51.627	4.999	association_1_same_context	13	1	S	leap	46.129	4.5	50.628	0.999	56.626	3.499
60.125	4.998	association_2_same_context	13	2	S	leap	46.129	4.5	50.628	9.497	65.123	8.497
73.62	4.998	association_1_different_context	14	1	D	guide	68.122	4.5	72.62	1	78.618	3.499
82.117	5.015	association_2_different_context	14	2	D	guide	68.122	4.5	72.62	9.497	87.132	7.997
95.129	4.999	association_1_different_context	15	1	D	stage	90.114	4	94.113	1.016	100.128	3.499
103.627	4.998	association_2_different_context	15	2	D	stage	90.114	4	94.113	9.514	108.625	7.497
116.122	4.999	association_1_different_context	16	1	D	scratch	111.624	3.5	115.123	0.999	121.121	3.498
124.619	4.999	association_2_different_context	16	2	D	scratch	111.624	3.5	115.123	9.496	129.618	6.997
136.615	4.999	association_1_same_context	17	1	S	note	132.633	3	135.632	0.983	141.614	3.515
145.129	4.998	association_2_same_context	17	2	S	note	132.633	3	135.632	9.497	150.127	7.998
158.125	4.998	association_1_same_context	18	1	S	study	153.126	4	157.125	1	163.123	3.499
166.622	4.998	association_2_same_context	18	2	S	study	153.126	4	157.125	9.497	171.62	7.514
179.134	4.982	association_1_different_context	19	1	D	piece	174.619	3.5	178.118	1.016	184.116	3.499
187.615	4.998	association_2_different_context	19	2	D	piece	174.619	3.5	178.118	9.497	192.613	7.014
199.627	4.999	association_1_same_context	20	1	S	stem	195.629	3	198.628	0.999	204.626	3.499
208.125	4.998	association_2_same_context	20	2	S	stem	195.629	3	198.628	9.497	213.123	-206.497
