onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.013	15.001	Hypothesis	island	10.013	3	28.014	5
37.014	15.001	Hypothesis	abandoned	33.031	4	52.015	5
61.015	15	Hypothesis	hospital	57.015	4	76.015	5
86.015	15.001	Hypothesis	corporation1	81.032	5	101.016	5
109.016	15.001	Hypothesis	earth1	106.033	3	124.017	5
134.017	15	Hypothesis	pond	129.033	5	149.017	5
167.018	15	Synonym	received	164.018	3	182.018	5
192.018	15.001	Synonym	notice	187.035	5	207.019	5
216.019	15.001	Synonym	mutating	212.036	4	231.02	5
241.02	15	Synonym	eating	236.02	5	256.02	5
265.021	15	Synonym	evolve	261.037	4	280.021	5
288.021	15.001	Synonym	taught	285.038	3	303.022	5
322.022	15.001	Synonym	stain	318.022	4	337.023	5
345.023	15	Synonym	claim	342.023	3	360.023	5
370.024	15	Synonym	spills	365.04	5	385.024	5
393.024	15.001	Synonym	removed	390.041	3	408.025	5
418.025	15	Synonym	vanished	413.025	5	433.025	5
442.026	15	Synonym	seek	438.025	4	457.026	5
476.027	15	Hypothesis	forest1	472.026	4	491.027	5
499.027	15.001	Hypothesis	university	496.027	3	514.028	5
522.028	14.984	Hypothesis	desert2	519.028	3	537.012	5
546.995	15.001	Hypothesis	city	542.012	5	561.996	5
571.996	15	Hypothesis	jungle	567.012	5	586.996	5
595.997	15	Hypothesis	earth4	592.013	4	610.997	5
