onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.012	15.001	Synonym	deter	10.012	4	29.013	5
37.013	15	Synonym	guard	34.013	3	52.013	5
62.014	15	Synonym	banned	57.013	5	77.014	5
85.014	15.001	Synonym	overtaken	82.014	3	100.015	5
109.015	15	Synonym	administering	105.031	4	124.015	5
134.016	15	Synonym	split	129.015	5	149.016	5
168.016	15.001	Hypothesis	desert1	164.016	4	183.017	5
191.017	15.001	Hypothesis	largecity2	188.017	3	206.018	5
215.018	15	Hypothesis	zoo1	211.018	4	230.018	5
240.018	15.001	Hypothesis	smallvillage2	235.018	5	255.019	5
265.019	15.001	Hypothesis	earth3	260.019	5	280.02	5
288.02	15	Hypothesis	ocean1	285.02	3	303.02	5
323.021	15	Hypothesis	bottom	318.021	5	338.021	5
346.021	15.001	Hypothesis	beach	343.021	3	361.022	5
369.022	15	Hypothesis	highway	366.022	3	384.022	5
394.023	15	Hypothesis	largecity1	389.023	5	409.023	5
418.023	15.001	Hypothesis	forest2	414.023	4	433.024	5
442.024	15	Hypothesis	newplanet	438.024	4	457.024	5
475.025	15	Synonym	use	472.025	3	490.025	5
500.026	15	Synonym	grown	495.025	5	515.026	5
524.026	15.001	Synonym	refracted	520.026	4	539.027	5
548.027	15	Synonym	crumble	544.027	4	563.027	5
571.028	15	Synonym	sleep	568.028	3	586.028	5
596.028	15.001	Synonym	allow	591.028	5	611.029	5
