onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.519	18.501	AUT	candle	10.019	1.5
31.52	18.501	AUT	bucket	30.02	1.5
51.521	18.5	AUT	pillow	50.021	1.5
71.521	18.501	AUT	fork	70.021	1.5
91.522	18.5	AUT	brick	90.022	1.5
111.522	28.501	AUT	lamp	110.022	1.5
141.523	18.501	META	picture	140.023	1.5
161.524	18.5	META	swimmer	160.024	1.5
181.524	18.501	META	hat	180.024	1.5
201.525	18.5	META	bread	200.025	1.5
221.525	18.501	META	star	220.025	1.5
241.526	28.501	META	room	240.026	1.5
271.527	18.5	DA	grass	270.027	1.5
291.527	18.501	DA	sword	290.027	1.5
311.528	18.5	DA	glove	310.028	1.5
331.529	18.483	DA	statue	330.028	1.501
351.512	18.501	DA	palace	350.012	1.5
371.513	28.501	DA	subway	370.013	1.5
401.514	18.5	BAT	big_open	400.014	1.5
421.514	18.501	BAT	sweet_soft	420.014	1.5
441.515	18.5	BAT	round_white	440.015	1.5
461.516	18.5	BAT	liquid_healthy	460.015	1.501
481.516	18.501	BAT	small_wet	480.016	1.5
501.517	28.5	BAT	smooth_angular	500.017	1.5
531.518	18.5	CA	bench	530.017	1.501
551.518	18.501	CA	coat	550.018	1.5
571.519	18.5	CA	costume	570.019	1.5
591.519	18.501	CA	dock	590.019	1.5
611.52	18.5	CA	drum	610.02	1.5
