onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.117	5	association_1_same_context	21	1	S	forge	1.117	3	4.117	1	10.117	3.5
13.617	5	association_2_same_context	21	2	S	forge	1.117	3	4.117	9.5	18.617	8.5
27.117	5	association_1_different_context	22	1	D	cross	21.617	4.5	26.117	1	32.117	3.501
35.618	5	association_2_different_context	22	2	D	cross	21.617	4.5	26.117	9.501	40.618	8
48.618	5	association_1_different_context	23	1	D	height	43.634	4	47.618	1	53.618	3.5
57.118	5	association_2_different_context	23	2	D	height	43.634	4	47.618	9.5	62.118	9.001
71.119	5	association_1_different_context	24	1	D	spark	65.135	5	70.119	1	76.119	3.5
79.619	5	association_2_different_context	24	2	D	spark	65.135	5	70.119	9.5	84.619	8
92.619	5	association_1_same_context	25	1	S	den	87.636	4	91.619	1	97.619	3.5
101.119	5.001	association_2_same_context	25	2	S	den	87.636	4	91.619	9.5	106.12	7.5
113.62	5	association_1_same_context	26	1	S	list	109.136	3.5	112.62	1	118.62	3.5
122.12	5	association_2_same_context	26	2	S	list	109.136	3.5	112.62	9.5	127.12	7.5
134.62	5.001	association_1_same_context	27	1	S	exit	130.137	3.5	133.62	1	139.621	3.5
143.121	5	association_2_same_context	27	2	S	exit	130.137	3.5	133.62	9.501	148.121	8.5
156.621	5	association_1_different_context	28	1	D	mat	151.138	4.5	155.621	1	161.621	3.5
165.121	5	association_2_different_context	28	2	D	mat	151.138	4.5	155.621	9.5	170.121	9.001
179.122	5	association_1_different_context	29	1	D	lookout	173.138	5	178.122	1	184.122	3.5
187.622	5	association_2_different_context	29	2	D	lookout	173.138	5	178.122	9.5	192.622	7
199.622	5	association_1_same_context	30	1	S	fold	195.622	3	198.622	1	204.622	3.501
208.123	5	association_2_same_context	30	2	S	fold	195.622	3	198.622	9.501	213.123	-206.001
