onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.999	15.001	Hypothesis	desert1	9.999	4	29	5
38	15	Hypothesis	largecity2	34.017	4	53	5
63.001	15	Hypothesis	zoo1	58.001	5	78.001	5
88.001	15.001	Hypothesis	smallvillage2	83.018	5	103.002	5
111.002	15.001	Hypothesis	earth3	108.002	3	126.003	5
134.003	15	Hypothesis	ocean1	131.003	3	149.003	5
167.004	15	Synonym	deter	164.004	3	182.004	5
191.004	15.001	Synonym	guard	187.004	4	206.005	5
214.005	15.001	Synonym	banned	211.005	3	229.006	5
238.006	15	Synonym	overtaken	234.006	4	253.006	5
263.006	15.001	Synonym	administering	258.006	5	278.007	5
288.007	15.001	Synonym	split	283.024	5	303.008	5
322.008	15.001	Synonym	use	318.008	4	337.009	5
346.009	15	Synonym	grown	342.025	4	361.009	5
371.01	15	Synonym	refracted	366.009	5	386.01	5
394.01	15.001	Synonym	crumble	391.027	3	409.011	5
417.011	15	Synonym	sleep	414.011	3	432.011	5
442.012	15	Synonym	allow	437.011	5	457.012	5
476.029	14.967	Hypothesis	bottom	472.012	4	490.996	5
500.997	15	Hypothesis	beach	496.03	5	515.997	5
523.997	15.001	Hypothesis	highway	521.014	3	538.998	5
547.998	15	Hypothesis	largecity1	544.031	4	562.998	5
572.999	15	Hypothesis	forest2	568.015	5	587.999	5
595.999	15.001	Hypothesis	newplanet	593.049	3	611	5
