onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.12	5	association_1_same_context	11	1	S	blow	1.12	5	6.12	1	12.12	3.501
15.621	5	association_2_same_context	11	2	S	blow	1.12	5	6.12	9.501	20.621	8.5
29.121	5	association_1_different_context	12	1	D	globe	23.621	4.5	28.121	1	34.121	3.5
37.621	5.001	association_2_different_context	12	2	D	globe	23.621	4.5	28.121	9.5	42.622	8.5
51.122	5	association_1_same_context	13	1	S	leap	45.638	4.5	50.122	1	56.122	3.5
59.622	5	association_2_same_context	13	2	S	leap	45.638	4.5	50.122	9.5	64.622	9
73.622	5	association_1_different_context	14	1	D	guide	67.639	5	72.622	1	78.622	3.5
82.122	5.001	association_2_different_context	14	2	D	guide	67.639	5	72.622	9.5	87.123	7.5
94.623	5	association_1_different_context	15	1	D	stage	90.139	3.5	93.623	1	99.623	3.5
103.123	5	association_2_different_context	15	2	D	stage	90.139	3.5	93.623	9.5	108.123	7.5
115.623	4.984	association_1_different_context	16	1	D	scratch	111.14	3.5	114.623	1	120.607	3.5
124.107	5	association_2_different_context	16	2	D	scratch	111.14	3.5	114.623	9.484	129.107	8
137.107	5.001	association_1_same_context	17	1	S	note	132.124	4	136.107	1	142.108	3.5
145.608	5	association_2_same_context	17	2	S	note	132.124	4	136.107	9.501	150.608	7
157.608	5	association_1_same_context	18	1	S	study	153.625	3	156.608	1	162.608	3.5
166.108	5	association_2_same_context	18	2	S	study	153.625	3	156.608	9.5	171.108	8.001
179.109	5	association_1_different_context	19	1	D	piece	174.108	4	178.109	1	184.109	3.5
187.609	5	association_2_different_context	19	2	D	piece	174.108	4	178.109	9.5	192.609	7
199.609	5	association_1_same_context	20	1	S	stem	195.609	3	198.609	1	204.609	3.5
208.109	5.001	association_2_same_context	20	2	S	stem	195.609	3	198.609	9.5	213.11	-207.993
